,Gene names,BCC Intensity 12_1L,BCC Intensity 12_3L,BCC Intensity 12_5L,BCC Intensity 27_1L,BCC Intensity 27_3L,BCC Intensity 27_5L,BCC Intensity 39_1L,BCC Intensity 39_3L,BCC Intensity 39_5L,BCC Intensity 89_1L,BCC Intensity 89_3L,BCC Intensity 89_5L,BCC Intensity 72_3L,BCC Intensity 103_1L,BCC Intensity 103_3L,BCC Intensity 103_5L,BCC Intensity 107_3L,BCC Intensity 111_3L,BCC Intensity 49_3L,BCC Intensity 105_3L,BCC Intensity 16_3L,BCC Intensity 99_1L,BCC Intensity 99_3L,BCC Intensity 99_5L,BCC Intensity 109_3L,BCC Intensity 73_1L,BCC Intensity 73_3L,BCC Intensity 73_5L,BCC Intensity 92_1L,BCC Intensity 92_3L,BCC Intensity 92_5L,BCC Intensity 54_1L,BCC Intensity 54_3L,BCC Intensity 54_5L,BCC Intensity 104_1L,BCC Intensity 104_3L,BCC Intensity 104_5L,SCC Intensity 21_1L,SCC Intensity 21_3L,SCC Intensity 21_5L,SCC Intensity 31_1L,SCC Intensity 31_3L,SCC Intensity 31_5L,SCC Intensity 32_1L,SCC Intensity 32_3L,SCC Intensity 32_5L,SCC Intensity 90_1L,SCC Intensity 90_3L,SCC Intensity 90_5L,SCC Intensity 59_3L,SCC Intensity 88_3L,SCC Intensity 110_3L,SCC Intensity 45_3L,SCC Intensity 60_3L,SCC Intensity 95_3L,SCC Intensity 101_3L,SCC&BCC Intensity 25_1L,SCC&BCC Intensity 25_3L,SCC&BCC Intensity 25_5L,keratosis Intensity 33_1L,keratosis Intensity 33_3L,keratosis Intensity 33_5L
914,FAM83B,422740000,197830000,148230000,5936800,6139500,87554000,8272400,9012500,25221000,67409000,18677000,41993000,0,14348000,24487000,3624200,17816000,35497000,0,38455000,4886600,55682000,31167000,37854000,25333000,26347000,21660000,41320000,8147500,0,11082000,0,0,18061000,0,15504000,12711000,256360000,37581000,92896000,61314000,139160000,17118000,141040000,173920000,37188000,30513000,259800000,26300000,32282000,16339000,71063000,15278000,26681000,8486700,2766700,163200000,177410000,58610000,17599000,36262000,24373000
915,CAVIN1,3235500000,5454400000,4014900000,2087400000,313060000,837950000,2346500000,2962100000,1112100000,974720000,700040000,1026300000,846430000,807860000,258190000,908770000,437610000,168020000,872940000,369710000,646320000,173530000,386290000,332850000,371840000,2409300000,1868500000,1636800000,1533600000,1365800000,985020000,1216200000,2598900000,1596100000,1097900000,618010000,647630000,726410000,10659000000,3022000000,910420000,1736200000,625020000,569720000,953530000,347940000,460660000,1303100000,210390000,157450000,25274000,140800000,94814000,234290000,191970000,7685400,2160200000,921030000,2447700000,415650000,683260000,565270000
916,ATXN2L,254130000,561500000,290350000,173320000,67150000,115590000,51305000,50352000,82221000,15884000,235080000,19434000,67231000,38688000,69369000,62386000,0,18002000,159130000,96073000,64336000,44416000,136590000,35545000,48829000,217960000,342130000,220130000,95623000,272890000,142610000,5025000,0,39551000,6818200,94675000,62295000,140930000,22228000,103750000,129530000,111960000,70686000,128600000,105480000,33189000,25458000,215080000,29055000,50391000,2367100,8946200,6857200,51010000,18939000,6840900,219280000,295200000,60388000,16322000,77000000,38072000
917,ARPC1A,984570000,1173000000,832070000,447800000,128390000,1404400000,109600000,52632000,198380000,457680000,618940000,322860000,99687000,295940000,222820000,190250000,200500000,293130000,20456000,484770000,113620000,160530000,340440000,295460000,148270000,358050000,359070000,476230000,493270000,455780000,304420000,84486000,163690000,242610000,125910000,300310000,353750000,453340000,806760000,736880000,266250000,283750000,168660000,254900000,141390000,162210000,245400000,485490000,153190000,60120000,27886000,326450000,14762000,120370000,93939000,68816000,1505500000,1286600000,1111000000,201730000,314350000,196930000
918,LPP,229570000,744730000,361320000,266920000,81668000,103250000,182080000,226450000,100380000,145140000,523410000,139170000,313760000,202120000,108480000,234910000,141720000,48799000,137780000,284820000,221420000,44454000,257610000,79294000,259940000,380300000,502330000,496440000,306990000,335010000,502620000,50484000,558420000,323240000,120150000,96924000,138140000,145340000,387010000,204850000,110440000,97791000,123950000,60414000,75486000,48201000,153440000,228000000,26353000,66046000,11715000,11230000,16099000,60432000,13026000,0,143010000,170480000,83615000,22212000,99598000,66648000
919,EFHD2,600480000,577740000,324050000,254910000,89290000,72360000,124630000,172470000,219270000,184780000,473160000,106170000,205650000,176420000,354220000,173530000,71128000,36666000,139240000,215060000,40484000,97338000,207780000,75226000,112090000,273280000,453490000,330210000,162850000,95532000,75805000,94851000,59287000,77508000,63449000,71896000,61253000,192400000,187900000,230400000,293520000,257990000,231000000,294700000,257710000,253160000,139100000,456640000,68365000,154440000,8208300,35583000,32985000,209210000,38061000,4366500,572610000,702020000,352470000,214610000,516060000,197540000
920,ZNF512,17827000,30593000,17471000,348840000,264530000,334480000,20325000,16948000,38066000,5664900,435490000,0,23044000,14155000,21430000,7801400,37800000,41905000,32144000,34174000,54086000,1880400,147100000,87271000,45687000,25916000,122420000,64755000,0,56002000,67756000,0,0,6172000,0,12398000,3796900,9159300,0,0,0,7057500,1540400,0,907030,1150800,0,17554000,1673600,379660,0,7531400,318970,976970,0,0,28560000,56456000,0,4840400,8362200,8791300
921,RUFY1,394060000,195040000,146740000,53062000,30332000,131590000,33566000,31424000,41959000,93664000,173290000,35263000,34110000,99692000,63654000,73877000,56950000,21140000,49964000,74109000,41671000,37738000,54945000,53765000,73051000,113530000,192570000,199430000,97990000,274230000,305900000,125120000,13382000,53818000,11832000,67741000,32690000,102400000,59952000,132450000,32930000,33632000,16051000,66640000,73126000,53017000,43781000,232620000,20316000,35676000,10725000,65263000,740780,47668000,15886000,20224000,128040000,221230000,89184000,20809000,70671000,11860000
922,VAT1,1799600000,1224100000,985280000,167250000,51424000,196710000,411850000,406430000,313960000,663300000,781960000,465950000,504140000,812740000,660010000,707820000,368000000,179760000,318060000,439090000,126260000,129990000,233240000,188600000,397890000,578750000,856010000,684060000,1148800000,1407300000,873660000,379170000,730560000,499470000,684770000,757250000,1030100000,249440000,964670000,1104900000,228290000,440820000,127400000,243310000,203920000,197610000,372130000,902020000,182510000,91613000,53123000,67935000,77662000,178350000,41544000,96738000,167530000,146550000,194830000,271910000,476610000,314140000
923,TUBB6,1530300000,4285800000,1776900000,458750000,168040000,1034400000,275570000,272770000,252520000,312260000,302740000,107640000,101530000,375310000,399920000,221350000,122060000,205370000,184600000,684660000,312580000,268240000,552100000,212400000,258910000,477610000,519210000,772530000,402120000,478510000,334120000,36592000,215990000,184060000,124670000,238840000,231510000,1104300000,941670000,362670000,576100000,374730000,624720000,1215400000,813460000,573270000,296580000,1329800000,146000000,202920000,120700000,163200000,134710000,154610000,152520000,72935000,543160000,314620000,495440000,225560000,443430000,239910000
924,ACAT2,4234400000,5847500000,3226000000,55679000,30858000,220500000,172350000,91148000,176070000,248180000,371380000,307940000,28513000,1985900000,279780000,299400000,131190000,37411000,81979000,259480000,26414000,57305000,125970000,85975000,82549000,232660000,228300000,449910000,1317300000,122060000,296220000,5192000,40306000,45547000,60291000,529570000,333160000,132010000,551240000,703280000,115090000,19239000,35085000,106650000,107980000,149720000,611940000,249000000,478850000,16901000,20848000,50844000,8158900,148350000,79956000,47187000,260560000,203690000,36205000,68934000,166890000,148940000
925,SORBS1,75569000,321530000,78952000,17902000,0,24695000,83667000,77199000,16892000,60413000,9078900,34817000,23918000,19231000,8177400,26967000,24219000,0,5166100,0,38937000,1147800,4823400,4063100,6550200,8633100,17987000,34589000,66827000,14407000,183850000,117390000,68298000,42302000,17365000,10810000,3366300,0,882950000,180360000,0,0,1619300,0,0,0,13390000,0,1297100,0,0,6498600,0,0,0,0,0,0,0,0,0,0
926,WNK1,196360000,202440000,143670000,174870000,86341000,380330000,13718000,22502000,50691000,51657000,250340000,18531000,40980000,38265000,83059000,12709000,33194000,118010000,28894000,153940000,112450000,22607000,165210000,91531000,75412000,199770000,419140000,330970000,31428000,180580000,161670000,12356000,0,18846000,16542000,30775000,14876000,145550000,34924000,76101000,22705000,52919000,6616100,67183000,45452000,52406000,43734000,71962000,26462000,56235000,2542400,11826000,2320300,11160000,5270300,0,65740000,76038000,62748000,25415000,39960000,27044000
927,GLOD4,1052800000,1382600000,717860000,505560000,310600000,307540000,265850000,259010000,243660000,732250000,977380000,487550000,432420000,604450000,351460000,420020000,288500000,147530000,244900000,338690000,148010000,143390000,373610000,188490000,339190000,510800000,1005600000,669610000,1135100000,1131100000,1045700000,226970000,341460000,348250000,347460000,693830000,718440000,449050000,929780000,571070000,244230000,172020000,166200000,193320000,180350000,174070000,351010000,347990000,180900000,95087000,23864000,11492000,22910000,154370000,160810000,59379000,529500000,754320000,572090000,199880000,424190000,297500000
928,OLFML3,270090000,530880000,270050000,25471000,3062500,276530000,321840000,256290000,65702000,397130000,24937000,423800000,153420000,51752000,6000200,27556000,147270000,7182500,72047000,16450000,86480000,5337400,9395400,5926800,26056000,12970000,6866600,5024600,122060000,13985000,57728000,230330000,221320000,128760000,380580000,238910000,269020000,1744900,1042700000,648770000,9636800,34395000,45044000,0,1243500,0,62589000,32553000,5862900,3084600,0,0,2265900,4189600,0,0,631010000,261200000,949960000,1336500,5735900,16900000
929,TMOD3,638350000,725010000,458800000,208020000,83097000,63832000,160080000,268280000,197580000,289720000,303590000,249710000,252660000,349990000,307430000,343030000,118800000,33927000,161460000,242750000,71494000,95736000,283110000,86548000,163340000,542000000,602310000,569240000,309170000,239290000,212330000,145230000,213880000,201470000,129060000,188430000,168330000,329140000,395530000,466180000,227840000,381310000,223300000,182530000,138570000,100820000,211960000,635000000,131670000,69654000,24182000,10545000,32286000,132090000,136000000,6224600,493520000,540560000,443780000,79904000,217330000,170750000
930,CALML5,27665000000,23120000000,20578000000,866810000,1049200000,1776500000,518850000,32617000,2797900000,6609800000,6451800000,5931400000,2233500000,5394700000,6405000000,5438100000,3037500000,3066300000,242290000,235320000,1209900000,2477100000,3052200000,1681300000,648630000,10602000000,5764500000,6533100000,4674800000,352880000,2278800000,4357000000,2585500000,7007400000,1927700000,8057600000,4988300000,19827000000,18026000000,16058000000,6266800000,227640000,1560600000,10849000000,9732800000,12358000000,15211000000,3615700000,6066700000,425150000,2478600000,218110000,254400000,2697400000,5349100000,11293000000,24268000000,17214000000,11973000000,8011900000,10915000000,13504000000
931,MYOT,25012000,0,26429000,5143200,0,0,361420000,1379700000,15917000,0,0,0,0,0,0,0,0,0,0,0,41309000,0,0,0,0,0,0,0,0,0,0,19842000,0,0,0,0,0,0,12871000,12125000,0,0,8308100,0,15156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,SRP68,594440000,173450000,253210000,60438000,34672000,101800000,35211000,35679000,47844000,86364000,407260000,26039000,124010000,121980000,187820000,111050000,77275000,41373000,34265000,197100000,35892000,74378000,203700000,56481000,174810000,325580000,119990000,161470000,69850000,156680000,202630000,9023200,9703700,46347000,20226000,52398000,51883000,122590000,100420000,106760000,104770000,84031000,104570000,76174000,117060000,69867000,44947000,499920000,49304000,19513000,9053400,23703000,4035600,80849000,50425000,5828000,82201000,215920000,61893000,23405000,85535000,13093000
933,ATP6V1H,450990000,220550000,289640000,43149000,14479000,79602000,40639000,36513000,41165000,87831000,12478000,39117000,20747000,83870000,63141000,65237000,36770000,13001000,28004000,19635000,13313000,25120000,57202000,17965000,11587000,41466000,63457000,53833000,64574000,82405000,55618000,14755000,9590200,46762000,3234500,37909000,32162000,122980000,142510000,166550000,30405000,14414000,62508000,74585000,43231000,39415000,51427000,115700000,30717000,15505000,9495600,16283000,11169000,39058000,5022100,4763100,152350000,252050000,147280000,46636000,149770000,55645000
934,NAGK,1395500000,1264100000,775120000,83315000,27529000,367850000,186740000,107670000,139010000,279080000,408400000,157100000,89170000,343350000,320690000,218610000,115340000,125240000,112940000,174200000,41014000,181500000,183730000,255390000,106690000,185440000,147130000,203690000,244580000,268610000,230470000,55548000,78972000,121400000,74284000,200390000,187990000,651590000,590580000,568120000,211900000,143720000,206070000,328110000,275790000,316610000,319020000,500200000,145750000,69482000,63377000,105530000,29621000,144950000,48331000,82747000,472700000,574290000,261610000,292920000,578050000,280430000
935,CD207,200620000,121230000,211790000,0,0,87201000,11198000,9951900,91024000,665150000,0,460930000,0,237580000,25034000,244200000,217060000,4135800,0,9228700,16978000,110780000,82348000,111890000,0,44012000,52187000,40783000,103510000,21453000,43066000,83441000,75962000,205230000,26558000,13710000,22569000,22802000,86306000,126550000,12501000,24095000,19030000,66277000,50332000,85913000,77058000,45215000,13917000,8476800,1848900,8399200,5199500,104400000,85284000,6541700,489650000,824390000,988870000,262940000,189310000,274050000
936,HACL1,436320000,669890000,484860000,56463000,0,3604900,0,0,15032000,13733000,15050000,26944000,0,105150000,0,6159600,0,0,0,8482100,6308800,0,0,2557800,3265400,0,0,0,0,0,5063300,0,0,0,0,3045400,0,20435000,83119000,87605000,0,4880600,1310000,0,0,3892400,15067000,55662000,23433000,381710,0,15444000,0,3683900,0,0,19888000,45078000,12112000,0,14866000,10460000
937,APPL1,223370000,210720000,206760000,152720000,61738000,299320000,80892000,70525000,63202000,127620000,341620000,167520000,55097000,178630000,92045000,98266000,68682000,22109000,38948000,57177000,25612000,82329000,154350000,225990000,53294000,108430000,256980000,202530000,124990000,73894000,70757000,63951000,49379000,95538000,76465000,63523000,95646000,50519000,246210000,249140000,79545000,13925000,35273000,48435000,44185000,43190000,107910000,113580000,1481800,7393800,5303300,116160000,3269200,38745000,10690000,0,373830000,283600000,296460000,55849000,127780000,89406000
938,SNX6,464320000,345650000,250770000,162720000,63430000,110390000,84233000,174720000,110030000,197850000,350480000,76672000,105520000,134900000,121920000,163650000,111240000,58071000,168070000,180390000,87574000,68120000,175800000,65827000,104310000,198840000,398540000,342070000,211560000,439800000,297500000,35981000,62699000,80860000,71494000,230250000,140420000,268010000,267640000,311550000,46981000,77942000,141460000,107790000,125940000,111590000,117240000,360470000,59044000,77659000,19680000,101230000,33510000,86572000,15558000,5394700,325650000,330680000,231500000,67968000,168590000,45051000
939,STRAP,934540000,1713800000,813360000,275190000,107510000,360910000,120180000,134070000,179980000,262330000,491070000,180470000,142610000,330690000,285930000,230050000,134010000,144270000,142020000,323670000,207540000,169340000,316360000,183310000,206300000,411930000,535380000,421000000,327770000,503400000,506100000,86258000,179370000,111620000,99177000,432810000,312130000,362190000,479320000,449210000,186440000,159690000,135220000,261320000,142800000,108900000,237210000,381080000,115810000,237750000,7674400,248110000,24038000,145250000,66105000,23296000,691700000,595950000,295890000,93440000,137690000,99885000
940,CD2AP,281710000,455810000,251590000,141460000,83879000,288280000,15110000,61909000,98998000,70686000,141060000,20241000,48431000,76190000,75219000,38278000,55142000,42071000,52975000,101020000,47076000,43686000,113410000,39538000,80536000,178590000,365030000,236970000,91581000,144470000,63529000,16676000,46002000,40256000,19440000,33219000,39546000,121190000,110000000,123210000,79489000,110390000,68782000,57097000,47152000,63237000,61167000,230960000,19596000,44636000,3825300,54010000,23555000,38605000,10471000,0,342270000,380170000,132350000,27986000,120360000,65670000
941,PSAT1,1051300000,1077400000,539210000,55569000,32037000,149800000,78302000,5876000,109690000,232010000,203910000,171550000,4605000,318870000,136960000,128920000,59186000,28109000,13298000,77516000,77733000,70546000,86179000,89040000,22299000,181540000,229400000,254950000,335730000,426120000,243840000,9839900,9553600,45491000,31770000,95361000,127330000,140060000,152880000,259960000,145390000,32650000,26683000,94935000,50105000,54726000,190600000,97095000,116590000,7408000,26367000,60987000,6318700,68913000,40031000,2428500,42658000,71788000,69251000,103520000,144050000,104500000
942,OAS3,258810000,47413000,39958000,0,18779000,15379000,8212500,25321000,14384000,19891000,283460000,0,0,7757400,8291300,20656000,27413000,15694000,20132000,49171000,16007000,29271000,39326000,40312000,1968600,0,17151000,7485400,8242000,0,9157600,17870000,6156900,0,0,14327000,0,82997000,0,31307000,20671000,29245000,36298000,67382000,97889000,71490000,2494300,404980000,15223000,56307000,0,15225000,14751000,96221000,2275000,4358500,27294000,205780000,64660000,42185000,122210000,22528000
943,ILVBL,1181700000,791590000,681970000,99728000,37056000,101810000,23580000,7207500,52424000,56580000,132940000,47400000,15538000,104370000,54501000,29408000,37400000,16975000,38714000,42015000,31065000,16216000,48440000,55893000,32187000,43853000,73668000,69833000,139550000,42118000,74852000,3300600,32174000,42192000,32574000,46271000,51530000,146590000,245290000,230900000,37372000,69145000,21055000,110060000,105430000,56266000,43051000,278430000,21676000,15725000,6012800,31871000,3505300,21969000,13639000,4236900,116470000,98829000,33686000,56401000,111360000,33478000
944,NACA,1905800000,3021400000,1925800000,682070000,407580000,790800000,379800000,351640000,362090000,426420000,473730000,299240000,332030000,413090000,515910000,320990000,245960000,235810000,271560000,498670000,203250000,396690000,716230000,346060000,287920000,861660000,914850000,774910000,507650000,277200000,510800000,309140000,273800000,439480000,172430000,251850000,319800000,906780000,767700000,862680000,602890000,271330000,272180000,503770000,490360000,266340000,431120000,669780000,239860000,148910000,78853000,352020000,57548000,321780000,213560000,48109000,1780500000,1113500000,756290000,227400000,493900000,403660000
945,BIN1,41668000,113400000,82113000,120020000,45217000,122320000,532890000,1545500000,142830000,84368000,726470000,104570000,57032000,13543000,5544200,133980000,37504000,21618000,51959000,88450000,72158000,12215000,95211000,30283000,50568000,80525000,307400000,160950000,94449000,346720000,275550000,27025000,34338000,26705000,19329000,68152000,40258000,0,107430000,81869000,64257000,68114000,63863000,13250000,10539000,7049700,32025000,23289000,5885200,10111000,0,0,588560,11624000,16033000,0,54613000,118300000,14131000,17366000,44699000,23425000
946,CALU,959210000,2258400000,1142700000,661760000,164460000,1031700000,484460000,780660000,353590000,560460000,1287700000,481360000,1282700000,278680000,923250000,195590000,273860000,184280000,330500000,598920000,603290000,166660000,642270000,295260000,426220000,1419900000,1093100000,1108100000,796210000,1217400000,1192600000,327360000,482750000,290240000,185610000,119640000,218950000,501840000,797970000,784650000,1363500000,1085100000,1429500000,424630000,624250000,291650000,397070000,2376400000,144160000,194990000,0,249890000,28497000,206000000,146960000,6341500,1003900000,1097200000,661460000,133100000,850360000,374790000
947,MACROH2A1,3952800000,1909600000,1561100000,1032400000,924620000,348770000,500030000,681690000,678420000,847500000,3304000000,461060000,459760000,922560000,1242000000,1018400000,460210000,317360000,1029700000,808150000,572780000,320770000,1167200000,383090000,772350000,788180000,1937300000,1467300000,1092100000,3148000000,2355900000,343680000,316710000,578780000,375460000,1450300000,960700000,905080000,1270100000,1515300000,474270000,517390000,551100000,514480000,618060000,349870000,463060000,1930400000,331310000,509420000,99061000,392910000,145570000,511170000,597940000,40981000,813670000,1073500000,782670000,518820000,1115900000,533740000
948,PRPF40A,221490000,203730000,188760000,260990000,103080000,259020000,39050000,38857000,91323000,58812000,184560000,20249000,47902000,5151300,74151000,7289000,49853000,207590000,110090000,135850000,117730000,50153000,162030000,143900000,93237000,249480000,471690000,459620000,46082000,301700000,285480000,4131400,1941000,24430000,17612000,0,0,68032000,13262000,70933000,33478000,66719000,61230000,111640000,137920000,50429000,42609000,187880000,15772000,90249000,0,402150000,4957400,96420000,57764000,0,234780000,219930000,7578300,20728000,91582000,17500000
949,SOD1,4126800000,8503100000,5386100000,2243500000,1307100000,3643400000,2663100000,3821300000,1993000000,5282300000,5067400000,5030100000,2433400000,2688400000,1625400000,1638200000,1794000000,1189900000,1175800000,1364400000,2886300000,996000000,1969800000,1937500000,1747600000,2604300000,3821300000,3783900000,4597800000,4032800000,3411100000,3474200000,2303200000,5228600000,1993600000,2388500000,2545600000,1176500000,5713700000,3260900000,2285000000,1571000000,2204400000,1277700000,624270000,969210000,3583200000,2297100000,2099600000,465540000,190090000,540390000,77513000,1159400000,1250100000,486180000,4194900000,3412600000,2328600000,1292200000,3177900000,3002700000
950,VTN,1746100000,2856900000,2371900000,1042600000,261430000,2194600000,796170000,1214500000,571130000,934040000,585470000,837870000,3897600000,459850000,2451800000,365590000,1159300000,459620000,1387900000,448500000,2829000000,682250000,461600000,314180000,817390000,365700000,575030000,469400000,888920000,1752200000,1318800000,215020000,280230000,303360000,679110000,358610000,534150000,602090000,4619600000,5100100000,185410000,173780000,104930000,306380000,187200000,199280000,845290000,1217700000,359290000,400100000,3286600,216480000,530950000,367180000,407340000,136450000,8209700000,1710600000,2164300000,186970000,401990000,364410000
951,S100A8,82689000000,45601000000,30197000000,389200000,1171000000,5257700000,9949600000,1142000000,7367600000,3437000000,14094000000,4494200000,5929900000,7109300000,45177000000,13687000000,1852300000,3805700000,11490000000,23890000000,2313700000,10243000000,6990800000,4288000000,12405000000,14174000000,5172800000,7489000000,12738000000,13971000000,8676300000,318960000,342430000,318530000,3133800000,21416000000,25652000000,61758000000,29208000000,30347000000,31994000000,14216000000,11309000000,36727000000,22597000000,47147000000,17236000000,14139000000,22199000000,12388000000,3693400000,3185100000,2070300000,6958300000,15031000000,28901000000,8664000000,4722000000,993600000,33591000000,30014000000,29463000000
952,PFN1,7793000000,13862000000,4718700000,619900000,362450000,960200000,844340000,807570000,1022500000,1584700000,8459300000,1075600000,1298300000,4792600000,6680100000,3813900000,636630000,1439700000,6586400000,5653600000,1468600000,671520000,1314000000,1241400000,3271400000,1485900000,860540000,1223800000,5575700000,4380200000,1466800000,350770000,1752600000,810150000,965490000,3575300000,2982500000,4513100000,1430600000,1962300000,1011100000,1120100000,953150000,1091900000,1807700000,1064100000,1475100000,6867100000,1860500000,2426600000,513550000,573680000,1070100000,1613400000,1740100000,301770000,1583300000,1712900000,645120000,843290000,2280700000,1502600000
953,CTSG,11863000000,19013000000,10380000000,2464000000,717390000,4111600000,2881000000,3598400000,1748900000,4498700000,4696500000,4177700000,5235500000,3196700000,15234000000,3917500000,1636600000,1097400000,11178000000,3869700000,1155400000,1915200000,3926000000,2008700000,4936300000,5426200000,4290300000,3668300000,6713700000,11464000000,9059000000,2751200000,6069100000,5323500000,3212400000,5214600000,4177100000,4033000000,10708000000,10920000000,3507700000,875100000,2143300000,1721000000,1422200000,1197100000,2812200000,4981300000,2779700000,761020000,347430000,321410000,236330000,3091800000,896890000,1651200000,11202000000,3743000000,11352000000,5994300000,6020600000,5279600000
954,COL4A2,275390000,540530000,428420000,202350000,50689000,179560000,151610000,239220000,155210000,53924000,190830000,127440000,182620000,107730000,119640000,147770000,164890000,84194000,289220000,211080000,774510000,14800000,83894000,66184000,78177000,169570000,217000000,233590000,122060000,166270000,162890000,308880000,796150000,455150000,144500000,32516000,25868000,200860000,879400000,621760000,171610000,61299000,181570000,97960000,109410000,44791000,112840000,1187400000,10244000,30066000,1171000,12927000,38244000,13448000,4131200,0,69478000,89026000,147000000,21495000,40886000,31781000
955,RPSA,5599700000,5056800000,3902800000,1872900000,1232200000,981390000,838230000,753170000,995890000,1171000000,2198200000,885800000,1050400000,1381800000,1657400000,1532600000,959310000,477150000,1006400000,1876300000,501840000,794610000,1832300000,704190000,880960000,2002500000,3582000000,2407300000,1817400000,1701800000,1652600000,250120000,606720000,933430000,416120000,1528100000,1266700000,2032500000,3421400000,2463500000,1279700000,600710000,989270000,1453600000,1259900000,713000000,1090200000,2665500000,602350000,291450000,360460000,142840000,247010000,673070000,286840000,97695000,2718500000,2406400000,1824000000,761620000,1765600000,876050000
956,DLD,3051200000,5768100000,2609000000,327790000,191810000,814350000,400570000,482190000,272260000,536630000,870910000,382810000,189190000,694810000,390010000,296450000,226180000,330740000,264970000,400350000,373720000,187860000,554060000,394670000,239720000,392320000,795750000,805000000,731760000,897970000,819790000,130660000,386410000,264200000,210680000,439060000,292840000,321620000,764560000,1085700000,267100000,103120000,142580000,266190000,296140000,207690000,312140000,463050000,255480000,351940000,15692000,320250000,86802000,179720000,112950000,41623000,1242200000,1079200000,543970000,277610000,572250000,284060000
957,RO60,427040000,131740000,239400000,224210000,140080000,248770000,40352000,76941000,97736000,165450000,369600000,82938000,97974000,87054000,127680000,79071000,103850000,99559000,58093000,226330000,91863000,26627000,200330000,107590000,132700000,199350000,377000000,416530000,204330000,424000000,333130000,45396000,65086000,89483000,67919000,135240000,123090000,163560000,168010000,186940000,85658000,85068000,78586000,97408000,65538000,81681000,33723000,303380000,25031000,20584000,6177600,31802000,15914000,50666000,37803000,4247600,201300000,404700000,140850000,94315000,145180000,81323000
958,P4HA1,43217000,126130000,20792000,328910000,72510000,214200000,4379300,40962000,67195000,44761000,363690000,5631700,77536000,32182000,216210000,29315000,117680000,320480000,155360000,345670000,317440000,25659000,340030000,109790000,130710000,233540000,375540000,264490000,109640000,1487300000,780310000,32270000,33591000,33673000,5443100,76591000,36191000,73638000,13822000,30506000,20053000,96012000,58401000,26207000,57535000,15899000,29721000,710570000,12658000,55389000,3328200,9199000,42149000,16511000,67339000,0,54333000,138240000,77637000,5912800,53796000,0
959,HCLS1,675310000,1658100000,526490000,130300000,15547000,518000000,211260000,230300000,139680000,208020000,263010000,71847000,294010000,76571000,121320000,93417000,57164000,82858000,663270000,140290000,173830000,121970000,204320000,130420000,306360000,289950000,102310000,200800000,160600000,160440000,87581000,100660000,80322000,211120000,107220000,229070000,224740000,191500000,455610000,317410000,449010000,253720000,459860000,195610000,178840000,139900000,112750000,221870000,65261000,242190000,4696400,72568000,27097000,188550000,4467300,4275600,656540000,890040000,304000000,179410000,742780000,456940000
960,CKMT2,0,0,0,6486900,0,12410000,522000000,643590000,58824000,0,0,0,0,7858600,0,4205500,0,0,0,0,25186000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10087000,0,4258200,0,5604300,0,0,0,0,0,0,0,0,0,0,0,11962000,0,0,2965300,0,0
961,EIF2S2,1034400000,1298300000,861910000,207450000,82438000,626110000,166850000,131070000,169490000,205090000,434410000,161340000,150310000,151340000,179970000,73582000,92602000,71156000,133440000,199290000,87624000,128920000,207630000,127850000,141170000,239480000,296460000,262110000,175930000,297320000,292630000,16714000,37752000,105700000,38092000,221250000,131920000,439920000,263060000,433770000,391980000,236250000,208750000,2807700000,250050000,173070000,195240000,487440000,67172000,149650000,18148000,316790000,17884000,119060000,93522000,16134000,999360000,785650000,283060000,152960000,319530000,152510000
962,COMT,1402700000,2233600000,642620000,87233000,17655000,232490000,256400000,170220000,207610000,417250000,1111000000,345840000,162660000,990090000,394760000,433980000,192040000,56788000,189440000,240650000,51031000,95886000,137050000,129200000,65918000,379810000,371060000,471470000,1051100000,714960000,408900000,109090000,162180000,117810000,227340000,371020000,376570000,425990000,256460000,617380000,118090000,143680000,40025000,194500000,330450000,221460000,552400000,970020000,204270000,68666000,74361000,59199000,148060000,193300000,100840000,96287000,401480000,272670000,336490000,222840000,324100000,230730000
963,PSMA4,1834600000,1076700000,1219200000,297480000,200030000,244990000,271880000,295600000,404350000,1052500000,795850000,399330000,234950000,434210000,472710000,219080000,207070000,137080000,228600000,399260000,191540000,157310000,498170000,357810000,385470000,764310000,627010000,978900000,685660000,1052900000,653980000,232610000,278870000,263570000,161700000,451920000,558470000,625280000,1317500000,866980000,394040000,327050000,362230000,426410000,509000000,547890000,911720000,911500000,211560000,123900000,42847000,161030000,50907000,306270000,146620000,224490000,961430000,793550000,533460000,475110000,763740000,578110000
964,U2AF2,1146800000,1734300000,803610000,526830000,367530000,743690000,170130000,238920000,279550000,171910000,1061500000,97165000,106390000,115880000,267700000,181390000,171060000,150170000,314100000,255290000,149790000,132760000,525380000,131730000,185000000,309040000,524850000,588950000,144390000,612920000,620200000,22174000,49797000,120520000,48882000,197070000,72188000,227950000,527210000,535300000,170670000,228760000,197760000,199000000,341060000,123590000,116870000,515700000,52302000,95080000,3410100,393480000,27713000,118980000,49037000,0,1063500000,1031100000,259250000,150990000,258600000,125900000
