,Gene names,BCC Intensity 12_1L,BCC Intensity 12_3L,BCC Intensity 12_5L,BCC Intensity 27_1L,BCC Intensity 27_3L,BCC Intensity 27_5L,BCC Intensity 39_1L,BCC Intensity 39_3L,BCC Intensity 39_5L,BCC Intensity 89_1L,BCC Intensity 89_3L,BCC Intensity 89_5L,BCC Intensity 72_3L,BCC Intensity 103_1L,BCC Intensity 103_3L,BCC Intensity 103_5L,BCC Intensity 107_3L,BCC Intensity 111_3L,BCC Intensity 49_3L,BCC Intensity 105_3L,BCC Intensity 16_3L,BCC Intensity 99_1L,BCC Intensity 99_3L,BCC Intensity 99_5L,BCC Intensity 109_3L,BCC Intensity 73_1L,BCC Intensity 73_3L,BCC Intensity 73_5L,BCC Intensity 92_1L,BCC Intensity 92_3L,BCC Intensity 92_5L,BCC Intensity 54_1L,BCC Intensity 54_3L,BCC Intensity 54_5L,BCC Intensity 104_1L,BCC Intensity 104_3L,BCC Intensity 104_5L,SCC Intensity 21_1L,SCC Intensity 21_3L,SCC Intensity 21_5L,SCC Intensity 31_1L,SCC Intensity 31_3L,SCC Intensity 31_5L,SCC Intensity 32_1L,SCC Intensity 32_3L,SCC Intensity 32_5L,SCC Intensity 90_1L,SCC Intensity 90_3L,SCC Intensity 90_5L,SCC Intensity 59_3L,SCC Intensity 88_3L,SCC Intensity 110_3L,SCC Intensity 45_3L,SCC Intensity 60_3L,SCC Intensity 95_3L,SCC Intensity 101_3L,SCC&BCC Intensity 25_1L,SCC&BCC Intensity 25_3L,SCC&BCC Intensity 25_5L,keratosis Intensity 33_1L,keratosis Intensity 33_3L,keratosis Intensity 33_5L
965,RPL13,4320400000,3890000000,2412300000,1548700000,1039800000,433190000,1072900000,907660000,1125700000,1007700000,2272200000,787420000,294180000,1522800000,2090300000,1603700000,568290000,316210000,1140900000,1726500000,541410000,566180000,1482400000,557850000,1252900000,2302300000,1789500000,2138200000,1352800000,2478700000,1619200000,213640000,191510000,298030000,533400000,2052000000,1490300000,2873700000,1652000000,1563000000,1970100000,964550000,980800000,1609800000,1897500000,716630000,786610000,2319800000,604950000,513130000,260410000,219250000,201390000,576280000,282220000,40748000,1326900000,1972700000,1393800000,707010000,2217500000,1176200000
966,YWHAQ,5634000000,4290700000,2411000000,1671900000,1379700000,1082600000,974890000,779210000,995730000,1387300000,3745700000,588630000,915010000,1200300000,1769400000,1230300000,964070000,534220000,614530000,1992200000,538150000,498520000,1169800000,521030000,1182200000,2077500000,2475600000,2435500000,1735100000,3256800000,2448300000,463830000,583410000,644840000,607930000,1658200000,1389300000,2792800000,3047900000,2365000000,2099800000,2336900000,1115200000,2280600000,1921300000,1449600000,1308300000,3280300000,703200000,864150000,168770000,227960000,354340000,541870000,524930000,305950000,2505600000,3237400000,1505200000,500000000,1801200000,595540000
967,PRDX2,8318900000,13796000000,8029200000,2125100000,1223600000,2458100000,2522400000,1912500000,1399500000,1677400000,3430000000,1787900000,1729200000,5127000000,2519200000,2148600000,1103900000,343910000,1274800000,1233000000,813190000,553400000,1141200000,691490000,798470000,1519700000,3157500000,2011400000,3763100000,1257100000,1605800000,1028900000,2251600000,1046700000,1590500000,2610200000,2918100000,1027000000,6953400000,3799200000,937870000,428280000,1222600000,598520000,402880000,1184600000,3512500000,1320600000,4391100000,480630000,185500000,188980000,55421000,1201800000,1109200000,443590000,2885500000,1990200000,2846200000,2070900000,2011700000,2183400000
968,SERPINB6,374590000,243520000,171410000,55623000,158690000,84017000,160410000,238920000,139400000,377010000,368500000,245700000,184640000,346300000,286120000,365870000,107530000,44329000,96281000,196720000,51021000,107800000,153370000,126430000,169460000,219370000,200200000,178800000,495720000,329420000,276820000,208030000,312190000,264040000,157580000,298860000,241360000,370220000,504780000,497990000,190750000,136160000,135630000,252560000,192990000,230570000,210890000,320540000,147330000,125270000,55177000,44200000,24055000,156560000,225340000,461610000,200080000,255010000,328970000,155880000,230320000,209500000
969,ADD1,340950000,327940000,379360000,204840000,62648000,210440000,260440000,240660000,97976000,211220000,284730000,154730000,166740000,219630000,92980000,183330000,122080000,41079000,58550000,59046000,30937000,29183000,97137000,47422000,65211000,68797000,207980000,187530000,116330000,335910000,260530000,88587000,279590000,143020000,106410000,75504000,98979000,63558000,404520000,305480000,23103000,27283000,61565000,36519000,29931000,10067000,47561000,52456000,125240000,15565000,0,3384100,4455400,41081000,2001000,6093200,465670000,214660000,436690000,69965000,74413000,112980000
970,NUP214,280250000,159430000,113150000,112940000,62135000,173840000,11786000,9490700,23284000,54006000,158150000,38381000,15848000,34436000,43223000,42725000,18479000,74455000,98517000,52622000,72003000,34878000,107960000,65490000,38281000,75200000,155570000,130200000,14945000,132630000,88334000,0,0,2318500,992130,28546000,19365000,56437000,6843000,10334000,23325000,28689000,41536000,33981000,32142000,45372000,9645700,238520000,29651000,45152000,0,146300000,5076200,29595000,6473100,0,209420000,164540000,35027000,30169000,29165000,6112600
971,CHI3L1,1080200000,1608600000,1385700000,0,35830000,0,0,1753900,11280000,25517000,45461000,73758000,50282000,226230000,158170000,36062000,1088400,6720400,42115000,23830000,0,9437500,120040000,5390800,10001000,10107000,0,4027100,42297000,24044000,41128000,2614200,0,0,481660,53301000,48659000,0,231690000,338000000,9940400,636330,9090100,2296900,878710,2887200,63932000,43478000,105120000,3236200,0,9579100,0,72995000,9063400,1905800,52256000,8493200,0,70559000,45499000,9488800
972,MCAM,321140000,749510000,393320000,41103000,6120500,95223000,90103000,43550000,26647000,22149000,15016000,82371000,34131000,30817000,44642000,0,18127000,87852000,57329000,32441000,53664000,26251000,37466000,57698000,30694000,97870000,64091000,63916000,119210000,123850000,146970000,18991000,125630000,56918000,28135000,0,32931000,112620000,1076400000,196880000,39438000,21607000,14790000,20590000,30663000,9245400,52533000,267740000,5799700,21901000,0,9368800,8530100,3870500,3611900,0,19425000,3841500,7923100,0,0,7064500
973,VDAC2,4362200000,4909400000,4209000000,1359000000,652710000,1824900000,781080000,762680000,881780000,711430000,1903300000,589650000,504360000,660180000,1021800000,375740000,522340000,598800000,664180000,813120000,620520000,434870000,1194400000,708560000,450910000,1085800000,1761400000,1126000000,918060000,1791600000,1527100000,210810000,384260000,551490000,311430000,424020000,685990000,1190900000,1816500000,2003400000,978720000,1158600000,801580000,1109200000,1372800000,777500000,717980000,2474100000,552460000,595100000,88542000,440560000,213110000,489700000,406360000,79872000,2192900000,1859000000,1117400000,622590000,1486100000,720570000
974,RPS9,5438400000,2377200000,2457900000,1515100000,676760000,966290000,791860000,601360000,907120000,925970000,1053900000,652530000,253300000,930960000,1067800000,814550000,513450000,119530000,322900000,1182600000,346530000,677050000,1134700000,564850000,637540000,1437900000,1415700000,1381100000,809640000,682510000,925400000,149470000,136840000,322930000,308450000,1011600000,638580000,1536900000,1358700000,1495900000,981340000,570340000,682220000,1392100000,950970000,617340000,732970000,1768900000,492140000,214380000,88862000,317000000,102860000,377720000,155390000,149750000,2216800000,2155900000,1557600000,590960000,1411100000,945680000
975,LSS,182900000,127660000,101710000,117590000,74572000,127720000,29014000,41483000,58771000,61832000,118910000,24261000,3756900,50251000,10860000,29181000,27720000,18176000,4626500,53737000,20761000,6681400,51336000,30348000,35623000,123670000,154360000,150020000,77023000,118290000,146730000,27928000,3678700,32536000,73497000,41171000,24885000,72464000,148730000,144650000,10776000,43491000,29302000,22525000,25013000,18464000,21035000,68818000,7781200,11889000,2334500,11550000,3123400,15715000,4567700,0,175360000,215910000,77935000,11441000,21767000,16719000
976,PITPNB,698380000,674740000,458040000,178370000,65035000,190240000,97777000,85691000,87477000,225950000,425600000,64046000,99788000,175220000,194870000,152400000,65566000,49345000,80959000,154670000,66320000,118810000,173150000,83188000,112150000,169350000,229760000,151530000,184460000,151090000,220130000,52821000,72972000,67924000,54184000,90951000,110100000,256200000,357120000,420670000,148570000,172830000,87264000,207060000,138550000,140800000,116690000,465130000,60882000,116540000,18450000,65405000,24705000,94085000,81268000,31249000,580620000,403440000,320190000,54884000,171820000,110150000
977,VASP,663420000,994070000,381820000,212470000,79906000,330500000,169500000,236570000,243520000,402500000,627450000,312440000,235830000,269120000,749680000,400020000,153880000,140440000,454230000,491690000,264250000,179090000,395890000,179370000,391370000,711080000,600220000,634110000,584470000,728720000,535610000,155560000,187700000,238420000,132450000,207690000,290330000,750550000,287260000,440440000,461710000,503240000,418950000,241480000,296330000,224870000,290320000,913930000,231550000,188240000,17866000,55099000,36185000,216570000,56654000,15928000,862850000,843390000,474930000,215320000,411660000,263890000
978,CNN1,715260000,1866200000,1422500000,257810000,19317000,22866000,395520000,457280000,118720000,365100000,37624000,3125700000,96901000,423500000,33192000,300120000,240420000,7340400,64984000,33584000,313220000,22046000,83493000,63632000,615760000,727450000,1045000000,1315600000,5400500000,286790000,1975400000,624830000,6378200000,5141400000,1121300000,394640000,318300000,103910000,3218700000,3715500000,46921000,26591000,130660000,0,0,1822400,1629400000,22248000,684500000,4461900,911440,0,3545300,0,1439600,37123000,16327000,56927000,279520000,0,0,0
979,MVD,866650000,1369200000,430200000,0,4652600,18942000,5488400,4201700,698710,34499000,42362000,37267000,0,406600000,32399000,35252000,6866700,10232000,11320000,28765000,743320,9130600,23913000,8128000,1476100,22577000,3855400,37683000,589300000,6102500,155940000,0,3920800,13031000,5239700,64550000,42978000,54445000,281690000,233160000,5396900,0,1515200,13076000,6033700,7997100,138200000,42158000,37093000,0,2746200,19551000,3339200,33483000,2427900,4774500,42944000,0,0,5265500,17708000,0
980,SEC24C,589350000,264260000,295160000,149760000,93297000,139140000,37657000,31957000,92043000,57658000,219950000,24889000,34112000,78844000,65213000,62707000,40589000,33137000,51841000,123680000,30790000,40494000,76481000,70822000,64270000,118430000,192210000,185090000,97221000,169280000,134410000,13100000,18073000,58950000,4447700,79938000,50215000,122980000,134680000,164640000,66713000,73366000,100440000,105360000,91213000,55903000,30368000,232710000,29452000,52510000,6273700,41920000,17131000,32860000,0,6945000,103820000,186280000,58030000,47622000,123770000,47152000
981,ACTR1A,1383600000,719860000,707560000,133590000,41281000,92481000,197800000,206950000,205160000,1706600000,624170000,915480000,160480000,482400000,395280000,351900000,1247800000,125260000,125520000,449430000,67067000,298300000,469830000,549770000,170060000,374760000,842190000,630800000,592480000,707430000,641400000,103860000,153240000,260400000,104580000,290540000,240580000,445440000,740020000,728130000,300330000,292790000,276710000,331730000,287780000,183730000,1096100000,844640000,348540000,46303000,36808000,39101000,30054000,102460000,39271000,57862000,269900000,466560000,379160000,165540000,466400000,274250000
982,RPS6,2919700000,3507200000,1484100000,1195600000,653930000,459630000,369860000,464920000,476560000,907830000,1940000000,696250000,334590000,854090000,1597800000,796860000,488010000,347150000,1449300000,1860200000,956340000,654900000,1592200000,661040000,1257900000,2868800000,1985600000,3149400000,1753900000,2719400000,1858700000,380870000,316410000,574120000,703610000,2729100000,2057300000,1724200000,1077600000,1221900000,802310000,230100000,448790000,665710000,652980000,316820000,601700000,2112800000,444190000,418930000,145810000,1005900000,135730000,583170000,179250000,102230000,2102600000,1442300000,1347800000,323110000,698550000,674840000
983,PPP2R2A,698420000,1013300000,505010000,224130000,109560000,545990000,113720000,61522000,108060000,103970000,167540000,42832000,44961000,137030000,191470000,87841000,81084000,78752000,49209000,186230000,115510000,90097000,140610000,139280000,101650000,116800000,271490000,220120000,121960000,237080000,268380000,12962000,24903000,45084000,38238000,99325000,77647000,283670000,473480000,395590000,183580000,166100000,168160000,227640000,137920000,128890000,80943000,254390000,43698000,109700000,14776000,158410000,7128500,64668000,28631000,12820000,531840000,553400000,229660000,134670000,168390000,87902000
984,HBA2,23239000000,9951300000,4405600000,8704200000,568430000,6755400000,9945700000,5067100000,2975400000,13385000000,27272000000,16396000000,18693000000,43553000000,44990000000,34749000000,6059700000,4172400000,29925000000,10445000000,4170200000,2306800000,2032300000,3315200000,2183100000,865390000,516970000,676870000,13535000000,6314800000,2466100000,3359000000,28058000000,4812000000,11845000000,35143000000,35838000000,13602000000,7451300000,6868100000,2010600000,2729800000,2498400000,541490000,1049300000,1424400000,26901000000,51975000000,57651000000,5166500000,1777700000,960790000,1379600000,6655100000,18539000000,4175400000,5322000000,3339500000,5773200000,8413400000,5418900000,9380200000
985,KRT85,0,0,0,15171000,0,13475000,5670400,111930000,145600000,0,136710000,0,0,27797000,0,0,1001000000,0,3182000,0,24100000,12261000,30731000,36754000,733790,867830,12286000,141000000,2537500,8994700,13297000,5562700,0,0,0,0,0,17492000,0,1226100000,0,0,0,0,0,0,0,9333500,0,0,0,0,0,0,0,3017800,5068900,0,0,2901800,0,0
986,BASP1,994090000,1337000000,1198200000,2633200000,819560000,2635400000,678160000,779360000,908030000,861290000,948840000,597770000,1622500000,198780000,1025700000,240560000,426700000,115880000,383810000,900980000,237740000,410150000,1254400000,611650000,763530000,877300000,1588900000,1231700000,445590000,1017500000,1240100000,358680000,239220000,513030000,72108000,118610000,178550000,892260000,978220000,1542400000,1951600000,2759400000,1796900000,598440000,805460000,532110000,773490000,1398500000,280670000,77879000,17063000,7897400,17268000,244970000,62700000,49828000,960170000,1074100000,723980000,334080000,745890000,516330000
987,YWHAH,608420000,374760000,146670000,213540000,82853000,43427000,187150000,254150000,228580000,418580000,947070000,209910000,362720000,353780000,554950000,327710000,181930000,89764000,291510000,575140000,160750000,137550000,320010000,156090000,368590000,576930000,549180000,634940000,426120000,1126900000,813940000,149920000,170140000,208170000,140630000,496180000,440690000,632230000,689980000,571180000,318370000,648820000,316660000,389950000,418940000,356800000,321080000,1590000000,204690000,319050000,84402000,77807000,88160000,164080000,170980000,42363000,737670000,671980000,573380000,142570000,384710000,178840000
988,GFPT1,448870000,238340000,172290000,85707000,25491000,104290000,32502000,5261000,27629000,44432000,363260000,15732000,26015000,53891000,83590000,27612000,20840000,30708000,43181000,191990000,44567000,43500000,62211000,32047000,121070000,61725000,244050000,379550000,121630000,107300000,50877000,121010000,26180000,189590000,27664000,41389000,33912000,113870000,87645000,66841000,165860000,49102000,112420000,76498000,46979000,106810000,12990000,270610000,5762900,39987000,0,39800000,16095000,54676000,16895000,2366600,267980000,297080000,69995000,22962000,163690000,23140000
989,GOLGA2,175570000,443330000,357540000,133400000,67145000,259440000,32994000,35810000,38752000,34995000,114490000,10902000,27725000,51441000,35345000,24001000,24346000,41937000,27514000,75986000,42750000,16293000,88682000,28202000,33549000,82189000,219020000,147970000,36037000,186140000,141900000,1375900,6782200,13122000,3438900,24945000,14673000,73706000,67645000,54352000,53642000,51623000,40410000,32717000,27857000,13940000,8236200,128370000,4779300,12511000,0,57125000,4496200,13042000,4441000,0,224910000,152580000,64327000,6782600,91570000,36937000
990,LGALS3BP,1064800000,756130000,709150000,115430000,32059000,368110000,96650000,25192000,89333000,248150000,388940000,122200000,108370000,102010000,193180000,76561000,100780000,62627000,79244000,87460000,228930000,125650000,296170000,247130000,77562000,232270000,571270000,558700000,131010000,283990000,283250000,98449000,142690000,145680000,61365000,24198000,146420000,355100000,568980000,349070000,104400000,416010000,331000000,131850000,209710000,269960000,141920000,1473900000,82412000,76673000,6635600,79303000,30848000,254900000,10603000,275850000,550350000,594330000,298350000,215000000,403800000,316840000
