,Gene names,BCC LFQ intensity 12_1L,BCC LFQ intensity 12_3L,BCC LFQ intensity 12_5L,BCC LFQ intensity 27_1L,BCC LFQ intensity 27_3L,BCC LFQ intensity 27_5L,BCC LFQ intensity 39_1L,BCC LFQ intensity 39_3L,BCC LFQ intensity 39_5L,BCC LFQ intensity 89_1L,BCC LFQ intensity 89_3L,BCC LFQ intensity 89_5L,BCC LFQ intensity 72_3L,BCC LFQ intensity 103_1L,BCC LFQ intensity 103_3L,BCC LFQ intensity 103_5L,BCC LFQ intensity 107_3L,BCC LFQ intensity 111_3L,BCC LFQ intensity 49_3L,BCC LFQ intensity 105_3L,BCC LFQ intensity 16_3L,BCC LFQ intensity 99_1L,BCC LFQ intensity 99_3L,BCC LFQ intensity 99_5L,BCC LFQ intensity 109_3L,BCC LFQ intensity 73_1L,BCC LFQ intensity 73_3L,BCC LFQ intensity 73_5L,BCC LFQ intensity 92_1L,BCC LFQ intensity 92_3L,BCC LFQ intensity 92_5L,BCC LFQ intensity 54_1L,BCC LFQ intensity 54_3L,BCC LFQ intensity 54_5L,BCC LFQ intensity 104_1L,BCC LFQ intensity 104_3L,BCC LFQ intensity 104_5L,SCC LFQ intensity 21_1L,SCC LFQ intensity 21_3L,SCC LFQ intensity 21_5L,SCC LFQ intensity 31_1L,SCC LFQ intensity 31_3L,SCC LFQ intensity 31_5L,SCC LFQ intensity 32_1L,SCC LFQ intensity 32_3L,SCC LFQ intensity 32_5L,SCC LFQ intensity 90_1L,SCC LFQ intensity 90_3L,SCC LFQ intensity 90_5L,SCC LFQ intensity 59_3L,SCC LFQ intensity 88_3L,SCC LFQ intensity 110_3L,SCC LFQ intensity 45_3L,SCC LFQ intensity 60_3L,SCC LFQ intensity 95_3L,SCC LFQ intensity 101_3L,SCC&BCC LFQ intensity 25_1L,SCC&BCC LFQ intensity 25_3L,SCC&BCC LFQ intensity 25_5L,keratosis LFQ intensity 33_1L,keratosis LFQ intensity 33_3L,keratosis LFQ intensity 33_5L
1626,RPL23,2653000000.0,4262000000.0,2278700000.0,1671700000.0,2644900000.0,863710000.0,2412600000.0,1738800000.0,2380000000.0,526760000.0,607510000.0,603460000.0,338430000.0,618630000.0,633570000.0,629990000.0,546260000.0,526650000.0,897270000.0,982680000.0,841780000.0,887870000.0,830040000.0,639850000.0,886400000.0,1252900000.0,841170000.0,810860000.0,930030000.0,784150000.0,625660000.0,95719000.0,375050000.0,484060000.0,329400000.0,940960000.0,909670000.0,2403300000.0,1279300000.0,1677500000.0,3319500000.0,1875800000.0,2071600000.0,2409800000.0,3029700000.0,1642500000.0,558750000.0,596900000.0,458590000.0,736180000.0,963980000.0,972500000.0,659750000.0,617110000.0,446270000.0,248360000.0,807610000.0,1113600000.0,657350000.0,2180700000.0,2824200000.0,2317300000.0
1627,RPL10A,2312900000.0,1036400000.0,843170000.0,922260000.0,680060000.0,424520000.0,1579200000.0,1341500000.0,2071900000.0,430480000.0,1184500000.0,317820000.0,562160000.0,1030400000.0,1033600000.0,1655900000.0,582980000.0,221140000.0,698560000.0,1361700000.0,499490000.0,419250000.0,427420000.0,319910000.0,907870000.0,1424700000.0,422840000.0,740590000.0,1265300000.0,1177200000.0,282420000.0,246580000.0,403500000.0,486470000.0,979310000.0,2465700000.0,2052100000.0,2506100000.0,722790000.0,1289800000.0,1492200000.0,945300000.0,432240000.0,1482700000.0,2293800000.0,1525700000.0,582020000.0,962850000.0,693510000.0,706750000.0,1386600000.0,185140000.0,760020000.0,806410000.0,578340000.0,239600000.0,263780000.0,480960000.0,429660000.0,1870400000.0,2549000000.0,2340700000.0
1628,TRA2B,391440000.0,393970000.0,353200000.0,1502800000.0,1614500000.0,1220000000.0,239560000.0,403570000.0,580120000.0,86919000.0,438330000.0,45721000.0,252960000.0,15180000.0,157280000.0,13546000.0,315440000.0,1136100000.0,431990000.0,345800000.0,709910000.0,236580000.0,637990000.0,467970000.0,381690000.0,277650000.0,437700000.0,548290000.0,52387000.0,745740000.0,503940000.0,8536000.0,13937000.0,147400000.0,39341000.0,22934000.0,77407000.0,324050000.0,376060000.0,290650000.0,356710000.0,458860000.0,475830000.0,450120000.0,572900000.0,299780000.0,101300000.0,202430000.0,39142000.0,647360000.0,29022000.0,2145800000.0,242470000.0,184990000.0,158440000.0,0.0,868430000.0,979020000.0,270980000.0,461350000.0,493260000.0,513620000.0
1629,TNNC1,0.0,1730800.0,0.0,0.0,0.0,0.0,2968900000.0,10409000000.0,20756000.0,0.0,0.0,0.0,0.0,0.0,0.0,175640000.0,0.0,0.0,0.0,0.0,72885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636170.0,0.0,0.0,1115100.0,746760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278800.0,2501900.0,576300.0,1232500.0,0.0
1630,CSNK2A1;CSNK2A3,424220000.0,381750000.0,280030000.0,759680000.0,515660000.0,130650000.0,266340000.0,318810000.0,364060000.0,130890000.0,519170000.0,106650000.0,227930000.0,154390000.0,134060000.0,255690000.0,180040000.0,138140000.0,103720000.0,202120000.0,103030000.0,118400000.0,192170000.0,87773000.0,198580000.0,226530000.0,400280000.0,322920000.0,166450000.0,510320000.0,447040000.0,32457000.0,27449000.0,64735000.0,53575000.0,301120000.0,156010000.0,361050000.0,364820000.0,299170000.0,269070000.0,259770000.0,303630000.0,317480000.0,333460000.0,270810000.0,126380000.0,209820000.0,92071000.0,108910000.0,114900000.0,158880000.0,89612000.0,200670000.0,161870000.0,14116000.0,296960000.0,497010000.0,375060000.0,359600000.0,328240000.0,252700000.0
1631,RAE1,209450000.0,331200000.0,239000000.0,324730000.0,279020000.0,220810000.0,145740000.0,125160000.0,132000000.0,115370000.0,158500000.0,77202000.0,114590000.0,88200000.0,89252000.0,135870000.0,121780000.0,179060000.0,170020000.0,85560000.0,168620000.0,127820000.0,130060000.0,89364000.0,144930000.0,139380000.0,158490000.0,130000000.0,150830000.0,161950000.0,192360000.0,15835000.0,35865000.0,110810000.0,33468000.0,159720000.0,93204000.0,205180000.0,177600000.0,245160000.0,179230000.0,161580000.0,154320000.0,168300000.0,171820000.0,71084000.0,85504000.0,113960000.0,59647000.0,142950000.0,24940000.0,151760000.0,85582000.0,139830000.0,139450000.0,4430700.0,496080000.0,449200000.0,257750000.0,138510000.0,226750000.0,182360000.0
1632,NUCB2,241460000.0,281820000.0,257880000.0,214460000.0,229770000.0,290770000.0,224370000.0,248060000.0,257900000.0,52266000.0,101430000.0,51317000.0,573560000.0,81807000.0,88330000.0,167140000.0,51572000.0,37988000.0,57819000.0,113890000.0,72080000.0,53502000.0,86845000.0,32989000.0,102800000.0,203030000.0,259490000.0,176960000.0,108090000.0,88264000.0,106790000.0,50168000.0,208140000.0,65320000.0,29105000.0,48572000.0,28519000.0,147280000.0,166440000.0,159140000.0,537950000.0,248410000.0,526410000.0,167960000.0,216280000.0,150200000.0,57796000.0,96113000.0,43129000.0,14558000.0,0.0,0.0,0.0,53658000.0,62122000.0,0.0,296890000.0,242490000.0,246270000.0,197820000.0,480250000.0,246270000.0
1633,SARNP,779990000.0,722660000.0,837970000.0,1398400000.0,2060600000.0,436120000.0,760470000.0,814510000.0,910690000.0,275240000.0,482240000.0,279230000.0,523390000.0,247990000.0,153360000.0,162450000.0,428110000.0,321560000.0,493480000.0,386880000.0,504870000.0,379670000.0,632970000.0,315170000.0,567610000.0,534480000.0,660230000.0,450580000.0,226810000.0,498220000.0,403850000.0,294410000.0,56881000.0,235210000.0,195780000.0,408300000.0,306710000.0,695540000.0,548060000.0,539280000.0,965520000.0,933880000.0,957390000.0,766040000.0,866240000.0,513770000.0,279940000.0,201750000.0,331400000.0,600800000.0,203820000.0,322170000.0,227130000.0,385730000.0,304730000.0,0.0,845790000.0,1251900000.0,669200000.0,658820000.0,895800000.0,996640000.0
1634,RPL19,6371000000.0,2567600000.0,3666500000.0,3851200000.0,3941000000.0,1630200000.0,5897900000.0,5075600000.0,5867300000.0,704940000.0,1469900000.0,802090000.0,549180000.0,1027800000.0,1007100000.0,734290000.0,860050000.0,265590000.0,1438000000.0,1744400000.0,924450000.0,1700800000.0,1555100000.0,1105400000.0,1068000000.0,3238600000.0,1412600000.0,1999900000.0,1514100000.0,1611800000.0,1271100000.0,1032000000.0,557650000.0,1237000000.0,2002900000.0,2470200000.0,1332200000.0,4859500000.0,2822700000.0,3088300000.0,8737000000.0,4611700000.0,6803700000.0,8301500000.0,9614200000.0,5674300000.0,846860000.0,1342500000.0,848910000.0,632470000.0,661450000.0,1949700000.0,1142300000.0,1100500000.0,520960000.0,97327000.0,4051800000.0,4263700000.0,4405900000.0,5504900000.0,7604300000.0,7421700000.0
1635,TFAM,356990000.0,420210000.0,406480000.0,1200800000.0,862610000.0,344040000.0,325450000.0,435840000.0,360690000.0,122880000.0,376930000.0,145260000.0,388010000.0,153920000.0,63809000.0,88477000.0,310950000.0,189950000.0,201060000.0,149370000.0,170910000.0,134110000.0,345420000.0,163550000.0,155620000.0,273750000.0,396870000.0,272190000.0,189770000.0,350540000.0,409890000.0,41678000.0,104230000.0,231070000.0,106500000.0,107790000.0,136580000.0,249880000.0,431990000.0,392690000.0,313600000.0,102660000.0,306570000.0,272340000.0,296030000.0,185410000.0,75526000.0,37498000.0,67096000.0,95488000.0,7651100.0,23736000.0,37696000.0,193580000.0,101400000.0,0.0,539450000.0,516070000.0,505940000.0,227990000.0,393440000.0,419960000.0
1636,AMPD2,41437000.0,6439600.0,22673000.0,660810000.0,436430000.0,151330000.0,9234800.0,30339000.0,19742000.0,29321000.0,1002900000.0,19648000.0,12973000.0,8839100.0,9329700.0,0.0,12800000.0,35911000.0,9352100.0,31702000.0,28800000.0,14025000.0,29066000.0,16659000.0,19640000.0,7492700.0,53028000.0,32668000.0,47765000.0,50672000.0,34765000.0,0.0,0.0,0.0,0.0,14190000.0,0.0,0.0,0.0,0.0,7530800.0,16687000.0,20502000.0,4358500.0,0.0,17759000.0,15113000.0,9936900.0,1816200.0,11562000.0,0.0,15746000.0,4041200.0,10355000.0,0.0,10811000.0,41239000.0,51716000.0,0.0,12300000.0,18632000.0,18528000.0
1637,PLCB3,69971000.0,49526000.0,80928000.0,0.0,94389000.0,86518000.0,36206000.0,32596000.0,68259000.0,14720000.0,7795300.0,11751000.0,0.0,7074600.0,15237000.0,22895000.0,11078000.0,42329000.0,14533000.0,31800000.0,13282000.0,38157000.0,25482000.0,31586000.0,22184000.0,43912000.0,20400000.0,15706000.0,10562000.0,6597700.0,8323400.0,0.0,0.0,12693000.0,8040600.0,15940000.0,10508000.0,117050000.0,92458000.0,77589000.0,74564000.0,130280000.0,104070000.0,104620000.0,93943000.0,92002000.0,23558000.0,325690000.0,0.0,252600000.0,34467000.0,0.0,20452000.0,60507000.0,108230000.0,0.0,86184000.0,62463000.0,92601000.0,68056000.0,53307000.0,28558000.0
1638,TAP2,87727000.0,16891000.0,42109000.0,25657000.0,0.0,12487000.0,99852000.0,183260000.0,423350000.0,76801000.0,313800000.0,49669000.0,34511000.0,44476000.0,93565000.0,153130000.0,58234000.0,6080000.0,86392000.0,113860000.0,29994000.0,20682000.0,19644000.0,43413000.0,127730000.0,167220000.0,37000000.0,50728000.0,85804000.0,54076000.0,42769000.0,32729000.0,28799000.0,59239000.0,71516000.0,73805000.0,80967000.0,504800000.0,28332000.0,151050000.0,205560000.0,201890000.0,184980000.0,434270000.0,1024200000.0,878730000.0,21779000.0,287520000.0,14738000.0,342290000.0,24114000.0,107300000.0,45519000.0,254360000.0,4631300.0,39662000.0,17048000.0,260020000.0,14808000.0,804990000.0,1177500000.0,659600000.0
1639,LOXL1,924890000.0,2437600000.0,4059400000.0,3857400000.0,434600000.0,2627000000.0,0.0,11689000.0,0.0,0.0,0.0,0.0,4000700000.0,0.0,690600.0,0.0,12461000.0,0.0,5671900.0,0.0,2170900000.0,639500.0,901430.0,2605600.0,14495000.0,858270.0,0.0,1622700.0,0.0,0.0,271510.0,0.0,0.0,435950.0,0.0,8551200.0,0.0,0.0,0.0,80211000.0,85305000.0,71361000.0,77102000.0,93166000.0,93488000.0,0.0,582830.0,0.0,885100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47526000.0,0.0
1640,NCBP1,154000000.0,60883000.0,59926000.0,243340000.0,200050000.0,100830000.0,46863000.0,101380000.0,109150000.0,14345000.0,53208000.0,11434000.0,14110000.0,11756000.0,20589000.0,18291000.0,27795000.0,37393000.0,29218000.0,45059000.0,46707000.0,42510000.0,69495000.0,26885000.0,44063000.0,20193000.0,44300000.0,62011000.0,19556000.0,42375000.0,61021000.0,0.0,0.0,0.0,9245400.0,18392000.0,14615000.0,58377000.0,0.0,73790000.0,18663000.0,25878000.0,33878000.0,55157000.0,84252000.0,46234000.0,8734100.0,54356000.0,10924000.0,29329000.0,17108000.0,38462000.0,63290000.0,27564000.0,18076000.0,0.0,116700000.0,141770000.0,60538000.0,69387000.0,36000000.0,20192000.0
1641,PRDX4,877160000.0,1493400000.0,874160000.0,1047700000.0,868330000.0,752650000.0,830660000.0,1252200000.0,896500000.0,246140000.0,755620000.0,232710000.0,1962400000.0,378030000.0,540450000.0,433390000.0,291710000.0,459310000.0,565010000.0,790140000.0,425210000.0,401840000.0,402250000.0,325970000.0,546870000.0,842530000.0,487690000.0,548560000.0,395600000.0,514160000.0,440000000.0,382720000.0,523140000.0,348500000.0,189610000.0,234780000.0,239550000.0,632690000.0,975480000.0,846090000.0,2253600000.0,1255300000.0,1783300000.0,702710000.0,707410000.0,696540000.0,266700000.0,427610000.0,229960000.0,472770000.0,251990000.0,443480000.0,290020000.0,496050000.0,301410000.0,171140000.0,660100000.0,780640000.0,637470000.0,834800000.0,2564700000.0,926110000.0
1642,CBX3,761480000.0,1028500000.0,824200000.0,2541400000.0,1730900000.0,1851200000.0,758350000.0,859020000.0,911040000.0,211400000.0,552020000.0,189290000.0,802490000.0,167890000.0,306680000.0,121160000.0,438410000.0,619180000.0,733980000.0,450890000.0,562560000.0,309050000.0,727130000.0,353840000.0,558470000.0,444730000.0,551130000.0,393710000.0,181640000.0,671260000.0,552240000.0,193110000.0,80516000.0,278740000.0,147860000.0,398390000.0,264960000.0,807210000.0,412570000.0,484090000.0,1157300000.0,1244100000.0,1105000000.0,893420000.0,1127200000.0,649750000.0,174030000.0,318800000.0,191950000.0,604430000.0,114410000.0,1332500000.0,438820000.0,416920000.0,223030000.0,0.0,1284000000.0,2009200000.0,724440000.0,794710000.0,1055300000.0,1021000000.0
1643,SRSF9,316840000.0,576200000.0,475100000.0,1289000000.0,1118400000.0,738580000.0,346650000.0,429860000.0,523530000.0,68877000.0,204380000.0,65967000.0,148110000.0,68889000.0,104560000.0,73375000.0,217050000.0,192270000.0,164100000.0,146630000.0,374840000.0,146620000.0,339600000.0,225880000.0,234740000.0,366130000.0,553560000.0,433350000.0,135310000.0,488240000.0,481010000.0,89346000.0,45585000.0,286970000.0,86430000.0,170090000.0,122690000.0,339140000.0,232710000.0,305990000.0,517610000.0,424860000.0,427350000.0,329400000.0,400500000.0,265020000.0,43464000.0,92977000.0,30405000.0,284630000.0,30920000.0,82755000.0,33030000.0,125510000.0,12027000.0,0.0,938670000.0,1017400000.0,404620000.0,285560000.0,384000000.0,367210000.0
1644,SRSF6,440830000.0,732090000.0,521350000.0,1965200000.0,1895900000.0,1696200000.0,453790000.0,596310000.0,924670000.0,27811000.0,142290000.0,39742000.0,78372000.0,17519000.0,58011000.0,8833600.0,115610000.0,555300000.0,214700000.0,108310000.0,340560000.0,191620000.0,313410000.0,288110000.0,163370000.0,116820000.0,290170000.0,242920000.0,47998000.0,235860000.0,249840000.0,8063900.0,6085200.0,90224000.0,26916000.0,79600000.0,77747000.0,521030000.0,273330000.0,296050000.0,535660000.0,450070000.0,634820000.0,698910000.0,772230000.0,431410000.0,57548000.0,37004000.0,32286000.0,401050000.0,0.0,885880000.0,87269000.0,65898000.0,59303000.0,3088500.0,927400000.0,775300000.0,176560000.0,512240000.0,623530000.0,625620000.0
1645,MTA1,56261000.0,51221000.0,60209000.0,495180000.0,181820000.0,74185000.0,29398000.0,124370000.0,66207000.0,5138100.0,126780000.0,0.0,26916000.0,16464000.0,9037900.0,22706000.0,38124000.0,68324000.0,6609800.0,46717000.0,35796000.0,15492000.0,119280000.0,31711000.0,19556000.0,24176000.0,100280000.0,58807000.0,0.0,60322000.0,112100000.0,0.0,0.0,6035400.0,0.0,36101000.0,17550000.0,0.0,0.0,29018000.0,0.0,33932000.0,0.0,0.0,48983000.0,0.0,0.0,12388000.0,11220000.0,31243000.0,0.0,46974000.0,2525000.0,3516800.0,0.0,0.0,99114000.0,119000000.0,0.0,29238000.0,38612000.0,63572000.0
1646,ASAH1,613870000.0,630880000.0,612690000.0,368250000.0,196730000.0,310180000.0,258270000.0,333120000.0,255920000.0,244170000.0,93552000.0,204210000.0,502960000.0,159370000.0,145840000.0,123570000.0,149170000.0,114630000.0,143790000.0,107090000.0,117510000.0,153250000.0,145570000.0,157540000.0,143780000.0,162610000.0,163060000.0,159470000.0,144180000.0,124120000.0,144900000.0,267360000.0,189380000.0,126420000.0,275610000.0,89656000.0,139000000.0,336830000.0,658040000.0,479580000.0,274700000.0,178490000.0,275970000.0,257590000.0,225640000.0,336430000.0,180020000.0,185020000.0,166080000.0,136490000.0,133740000.0,137540000.0,138900000.0,178920000.0,98510000.0,242930000.0,676380000.0,406660000.0,426370000.0,744470000.0,637350000.0,521230000.0
1647,NAE1,255950000.0,121830000.0,184950000.0,320790000.0,431480000.0,171140000.0,177430000.0,186620000.0,315260000.0,111270000.0,111530000.0,60679000.0,77457000.0,120800000.0,50913000.0,92856000.0,76314000.0,40252000.0,59390000.0,82423000.0,104930000.0,63547000.0,82372000.0,57809000.0,83821000.0,92448000.0,126480000.0,116660000.0,77059000.0,94641000.0,80470000.0,33706000.0,62124000.0,56174000.0,25570000.0,99254000.0,58936000.0,219040000.0,169710000.0,168460000.0,122980000.0,162100000.0,159520000.0,238620000.0,204910000.0,224220000.0,41840000.0,116780000.0,45907000.0,41718000.0,46268000.0,39416000.0,21336000.0,66108000.0,35538000.0,0.0,271200000.0,319530000.0,201770000.0,182860000.0,165320000.0,81136000.0
1648,CUL4B,146000000.0,86604000.0,111460000.0,118050000.0,230890000.0,80294000.0,83389000.0,136680000.0,108160000.0,12885000.0,72467000.0,13556000.0,14382000.0,35552000.0,31559000.0,23116000.0,39641000.0,26276000.0,10535000.0,28523000.0,17791000.0,22396000.0,36397000.0,34123000.0,16604000.0,17490000.0,24877000.0,34299000.0,35874000.0,26907000.0,86122000.0,31315000.0,20510000.0,14361000.0,0.0,26804000.0,13339000.0,126040000.0,86550000.0,112700000.0,93980000.0,122420000.0,263420000.0,186870000.0,115150000.0,126870000.0,15695000.0,100220000.0,21937000.0,18384000.0,23893000.0,54451000.0,42741000.0,39077000.0,10561000.0,0.0,191250000.0,150900000.0,97316000.0,141900000.0,117810000.0,125730000.0
1649,CIRBP,568620000.0,1203400000.0,1139100000.0,5905200000.0,3683400000.0,4703500000.0,783040000.0,881630000.0,1406200000.0,276080000.0,324480000.0,239510000.0,902970000.0,139010000.0,271580000.0,123480000.0,576070000.0,879140000.0,949230000.0,381010000.0,4454900000.0,254790000.0,600160000.0,430720000.0,390340000.0,994430000.0,1267000000.0,1105900000.0,171110000.0,434300000.0,325860000.0,531750000.0,391210000.0,412230000.0,218570000.0,137800000.0,176750000.0,328270000.0,701220000.0,785880000.0,672160000.0,589420000.0,711840000.0,627340000.0,450100000.0,469090000.0,284330000.0,120960000.0,155110000.0,269240000.0,98701000.0,704000000.0,120380000.0,178550000.0,94349000.0,0.0,2460700000.0,1962000000.0,1396300000.0,689650000.0,1012200000.0,1006600000.0
1650,SCARB2,299370000.0,310670000.0,492350000.0,268460000.0,78469000.0,317590000.0,248050000.0,305380000.0,227190000.0,64229000.0,19539000.0,84006000.0,66742000.0,31880000.0,28802000.0,0.0,44745000.0,0.0,39890000.0,24540000.0,28444000.0,50403000.0,31623000.0,41971000.0,33239000.0,29469000.0,33312000.0,31010000.0,31170000.0,31034000.0,51671000.0,60308000.0,34500000.0,64663000.0,30889000.0,23059000.0,25796000.0,196990000.0,206050000.0,395060000.0,192970000.0,281110000.0,311600000.0,196870000.0,232740000.0,179530000.0,35405000.0,65683000.0,14191000.0,37540000.0,0.0,76986000.0,28721000.0,78637000.0,0.0,0.0,393770000.0,368400000.0,235540000.0,324880000.0,359190000.0,416770000.0
1651,ARHGEF7,149080000.0,215570000.0,86449000.0,425810000.0,247280000.0,196840000.0,27373000.0,84112000.0,48294000.0,52455000.0,105330000.0,35316000.0,35229000.0,47402000.0,38037000.0,32307000.0,30125000.0,40211000.0,91538000.0,38152000.0,54774000.0,37732000.0,64611000.0,46173000.0,36754000.0,44892000.0,83723000.0,86691000.0,38274000.0,61721000.0,47426000.0,25254000.0,42889000.0,54073000.0,27790000.0,53396000.0,29749000.0,110250000.0,134360000.0,94819000.0,76106000.0,109550000.0,187900000.0,75435000.0,213930000.0,61793000.0,28199000.0,88638000.0,0.0,29457000.0,23346000.0,32621000.0,35645000.0,32530000.0,0.0,20427000.0,177100000.0,96008000.0,208820000.0,56003000.0,721560000.0,54210000.0
1652,SKIV2L,123550000.0,35733000.0,65475000.0,73563000.0,81107000.0,68478000.0,60907000.0,59377000.0,43987000.0,22529000.0,36204000.0,18884000.0,32810000.0,33353000.0,16154000.0,34712000.0,33831000.0,17640000.0,36817000.0,24577000.0,20382000.0,25226000.0,42201000.0,21054000.0,24491000.0,24070000.0,12552000.0,37655000.0,37269000.0,26719000.0,25185000.0,0.0,30305000.0,34366000.0,0.0,23662000.0,97023000.0,53181000.0,0.0,76282000.0,40901000.0,51459000.0,64059000.0,93673000.0,50065000.0,49772000.0,29605000.0,26639000.0,0.0,43492000.0,55178000.0,26775000.0,0.0,21034000.0,63222000.0,30494000.0,47987000.0,46755000.0,63520000.0,46411000.0,60993000.0,51826000.0
1653,STXBP2,141770000.0,100100000.0,181930000.0,74993000.0,76574000.0,0.0,111980000.0,149180000.0,63902000.0,29880000.0,50917000.0,25774000.0,22306000.0,53171000.0,57558000.0,42979000.0,31875000.0,22458000.0,41672000.0,91651000.0,20422000.0,36967000.0,32364000.0,37080000.0,46163000.0,39909000.0,52506000.0,53163000.0,38391000.0,44469000.0,30116000.0,0.0,36685000.0,14938000.0,9546700.0,40613000.0,35502000.0,219430000.0,72890000.0,118560000.0,31140000.0,106420000.0,141740000.0,140760000.0,125210000.0,176350000.0,30475000.0,137280000.0,64980000.0,28730000.0,49822000.0,22474000.0,39119000.0,30842000.0,44673000.0,0.0,125520000.0,194540000.0,166650000.0,157560000.0,228970000.0,133250000.0
1654,CSRP2,219410000.0,459610000.0,355930000.0,656080000.0,166400000.0,156250000.0,466720000.0,588340000.0,436600000.0,0.0,29167000.0,10444000.0,207650000.0,31065000.0,291700000.0,27934000.0,91489000.0,226430000.0,415840000.0,521660000.0,712590000.0,21558000.0,46104000.0,32998000.0,74072000.0,287070000.0,37110000.0,87622000.0,19941000.0,17516000.0,22272000.0,11071000.0,66971000.0,41032000.0,43230000.0,26175000.0,17873000.0,2324500000.0,306430000.0,308560000.0,1051800000.0,2027000000.0,1575400000.0,646810000.0,1361200000.0,602180000.0,95914000.0,335400000.0,14930000.0,105160000.0,197700000.0,974930000.0,263370000.0,72488000.0,49370000.0,5335100.0,71792000.0,378300000.0,82695000.0,276680000.0,618690000.0,358220000.0
1655,CPSF6,532330000.0,832080000.0,477880000.0,1028300000.0,1009300000.0,1081100000.0,478720000.0,544990000.0,598910000.0,73754000.0,269500000.0,69713000.0,264730000.0,79426000.0,89007000.0,69967000.0,147030000.0,413600000.0,208080000.0,171800000.0,364040000.0,186230000.0,365690000.0,305940000.0,188580000.0,167660000.0,323120000.0,261270000.0,114590000.0,248650000.0,238610000.0,24398000.0,61271000.0,115700000.0,42604000.0,152710000.0,107210000.0,358860000.0,411640000.0,373840000.0,484150000.0,393490000.0,540040000.0,405960000.0,524980000.0,340480000.0,94087000.0,146160000.0,43559000.0,172890000.0,72364000.0,636640000.0,59326000.0,146790000.0,96826000.0,0.0,900030000.0,616670000.0,428730000.0,463920000.0,497250000.0,457940000.0
1656,PDS5A,122180000.0,60213000.0,70335000.0,165010000.0,222380000.0,128440000.0,38960000.0,58219000.0,98401000.0,22003000.0,217330000.0,27868000.0,30788000.0,8129800.0,40793000.0,23632000.0,32457000.0,49078000.0,37888000.0,22721000.0,36180000.0,50151000.0,73334000.0,78801000.0,23466000.0,30143000.0,78226000.0,91903000.0,30935000.0,162370000.0,104930000.0,2476400000.0,126910000.0,64447000.0,30209000.0,42417000.0,75115000.0,48882000.0,69459000.0,63229000.0,53436000.0,57250000.0,92329000.0,75559000.0,127570000.0,37677000.0,8242300.0,9041900.0,23162000.0,98483000.0,28187000.0,20206000.0,0.0,34595000.0,46700000.0,0.0,158840000.0,161100000.0,85523000.0,114960000.0,75851000.0,64305000.0
1657,LARP7,122710000.0,87123000.0,93811000.0,157910000.0,222790000.0,221180000.0,39831000.0,0.0,103040000.0,10418000.0,48758000.0,6263600.0,20779000.0,0.0,9546600.0,0.0,15030000.0,26959000.0,10415000.0,13717000.0,29271000.0,18949000.0,28624000.0,4235500.0,15894000.0,17569000.0,35645000.0,32830000.0,15085000.0,42837000.0,45383000.0,0.0,12605000.0,12520000.0,0.0,10259000.0,11679000.0,55712000.0,0.0,37670000.0,36364000.0,44452000.0,67427000.0,60065000.0,95511000.0,0.0,6227600.0,15397000.0,0.0,48259000.0,0.0,292530000.0,10700000.0,18712000.0,21438000.0,0.0,162270000.0,216820000.0,66026000.0,71764000.0,65964000.0,72529000.0
1658,AGK,228190000.0,226090000.0,167560000.0,291190000.0,275850000.0,142850000.0,137690000.0,186570000.0,178670000.0,40675000.0,93608000.0,26704000.0,43171000.0,51441000.0,38399000.0,58282000.0,36180000.0,24784000.0,17588000.0,25052000.0,19819000.0,24794000.0,84403000.0,35352000.0,18138000.0,39615000.0,93658000.0,58625000.0,33657000.0,35350000.0,47394000.0,20165000.0,25877000.0,37012000.0,13783000.0,19585000.0,24518000.0,92908000.0,98196000.0,143450000.0,108550000.0,135420000.0,164260000.0,125740000.0,155580000.0,130020000.0,28104000.0,58791000.0,32528000.0,29140000.0,0.0,39852000.0,17895000.0,18177000.0,25280000.0,0.0,124860000.0,231520000.0,87909000.0,168750000.0,174370000.0,150140000.0
1659,WASHC2A;WASHC2C,99223000.0,208490000.0,99268000.0,126650000.0,189860000.0,218710000.0,97455000.0,133070000.0,113610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166190000.0,98921000.0,93485000.0,196810000.0,172370000.0,187160000.0,90058000.0,165150000.0,105830000.0,,,,,,,,,,,103300000.0,100440000.0,90766000.0,160330000.0,90226000.0,67949000.0
1660,MAP1S,33365000.0,34330000.0,36468000.0,371410000.0,474030000.0,74275000.0,224490000.0,110430000.0,45205000.0,0.0,54154000.0,7369400.0,14170000.0,25018000.0,29548000.0,31254000.0,16481000.0,0.0,45504000.0,20443000.0,13222000.0,8201900.0,45645000.0,31380000.0,24856000.0,27328000.0,26090000.0,45519000.0,16864000.0,26149000.0,14286000.0,0.0,17126000.0,18080000.0,17898000.0,34875000.0,24450000.0,0.0,0.0,33358000.0,27626000.0,0.0,57532000.0,14492000.0,28866000.0,42470000.0,8927200.0,23092000.0,8803200.0,16141000.0,0.0,8381800.0,12765000.0,11851000.0,0.0,10473000.0,144450000.0,112300000.0,33564000.0,29594000.0,114410000.0,41677000.0
