,Gene names,BCC LFQ intensity 12_1L,BCC LFQ intensity 12_3L,BCC LFQ intensity 12_5L,BCC LFQ intensity 27_1L,BCC LFQ intensity 27_3L,BCC LFQ intensity 27_5L,BCC LFQ intensity 39_1L,BCC LFQ intensity 39_3L,BCC LFQ intensity 39_5L,BCC LFQ intensity 89_1L,BCC LFQ intensity 89_3L,BCC LFQ intensity 89_5L,BCC LFQ intensity 72_3L,BCC LFQ intensity 103_1L,BCC LFQ intensity 103_3L,BCC LFQ intensity 103_5L,BCC LFQ intensity 107_3L,BCC LFQ intensity 111_3L,BCC LFQ intensity 49_3L,BCC LFQ intensity 105_3L,BCC LFQ intensity 16_3L,BCC LFQ intensity 99_1L,BCC LFQ intensity 99_3L,BCC LFQ intensity 99_5L,BCC LFQ intensity 109_3L,BCC LFQ intensity 73_1L,BCC LFQ intensity 73_3L,BCC LFQ intensity 73_5L,BCC LFQ intensity 92_1L,BCC LFQ intensity 92_3L,BCC LFQ intensity 92_5L,BCC LFQ intensity 54_1L,BCC LFQ intensity 54_3L,BCC LFQ intensity 54_5L,BCC LFQ intensity 104_1L,BCC LFQ intensity 104_3L,BCC LFQ intensity 104_5L,SCC LFQ intensity 21_1L,SCC LFQ intensity 21_3L,SCC LFQ intensity 21_5L,SCC LFQ intensity 31_1L,SCC LFQ intensity 31_3L,SCC LFQ intensity 31_5L,SCC LFQ intensity 32_1L,SCC LFQ intensity 32_3L,SCC LFQ intensity 32_5L,SCC LFQ intensity 90_1L,SCC LFQ intensity 90_3L,SCC LFQ intensity 90_5L,SCC LFQ intensity 59_3L,SCC LFQ intensity 88_3L,SCC LFQ intensity 110_3L,SCC LFQ intensity 45_3L,SCC LFQ intensity 60_3L,SCC LFQ intensity 95_3L,SCC LFQ intensity 101_3L,SCC&BCC LFQ intensity 25_1L,SCC&BCC LFQ intensity 25_3L,SCC&BCC LFQ intensity 25_5L,keratosis LFQ intensity 33_1L,keratosis LFQ intensity 33_3L,keratosis LFQ intensity 33_5L
490,SLC4A1,2750400000.0,781640000.0,1315100000.0,1139800000.0,55449000.0,2641600000.0,8151700000.0,4036000000.0,2175200000.0,1216000000.0,112100000.0,1960600000.0,253140000.0,877960000.0,1146100000.0,815360000.0,1200900000.0,226120000.0,813130000.0,115330000.0,140760000.0,279090000.0,198290000.0,291070000.0,156230000.0,27903000.0,2332300.0,9350600.0,141360000.0,60548000.0,336400000.0,278690000.0,6736300000.0,375890000.0,651110000.0,465070000.0,1007400000.0,792270000.0,1993400000.0,1485200000.0,857380000.0,539480000.0,743940000.0,394390000.0,427000000.0,1198200000.0,1737500000.0,683370000.0,7050000000.0,150900000.0,281870000.0,23096000.0,3775600.0,738850000.0,1147000000.0,156860000.0,1697900000.0,890670000.0,2266600000.0,5345100000.0,1619100000.0,3647600000.0
491,LAMB1,182010000.0,360020000.0,234480000.0,904230000.0,903140000.0,731210000.0,192380000.0,660470000.0,468020000.0,15371000.0,498340000.0,15259000.0,204160000.0,28283000.0,99953000.0,66063000.0,90831000.0,232100000.0,629110000.0,506410000.0,739730000.0,27623000.0,472490000.0,314260000.0,314330000.0,258220000.0,403970000.0,335990000.0,27069000.0,522520000.0,588620000.0,13192000.0,64539000.0,16772000.0,10601000.0,14655000.0,18141000.0,499760000.0,339860000.0,271180000.0,126430000.0,125330000.0,523770000.0,135290000.0,443850000.0,301350000.0,33383000.0,1069200000.0,2784100.0,101220000.0,7960600.0,310520000.0,85812000.0,23123000.0,72701000.0,7397700.0,76671000.0,50518000.0,46065000.0,329030000.0,280640000.0,153750000.0
492,FH,3419100000.0,5918600000.0,4106400000.0,1421500000.0,898540000.0,1093900000.0,1996000000.0,2271200000.0,1755400000.0,632870000.0,565840000.0,616390000.0,763390000.0,1432700000.0,389430000.0,884940000.0,450160000.0,334040000.0,512810000.0,388280000.0,466260000.0,516710000.0,629900000.0,401290000.0,483550000.0,745940000.0,681900000.0,558890000.0,879980000.0,683210000.0,769020000.0,318900000.0,377990000.0,326730000.0,231980000.0,481990000.0,304240000.0,1563500000.0,1766600000.0,2366200000.0,1667000000.0,1119900000.0,1759900000.0,1284500000.0,1387800000.0,1189400000.0,478770000.0,536480000.0,647310000.0,293140000.0,280380000.0,304450000.0,307840000.0,768570000.0,569650000.0,18709000.0,1582500000.0,2767700000.0,1316300000.0,1470800000.0,1884300000.0,1548600000.0
493,PTPRC,119840000.0,91656000.0,123970000.0,32245000.0,12976000.0,132670000.0,158490000.0,301550000.0,272040000.0,47817000.0,71981000.0,35142000.0,56395000.0,12306000.0,375460000.0,19459000.0,15521000.0,137600000.0,1304100000.0,53720000.0,57709000.0,158210000.0,107540000.0,279290000.0,330490000.0,38170000.0,28748000.0,43378000.0,28141000.0,45302000.0,39279000.0,31996000.0,12702000.0,25061000.0,16611000.0,0.0,27474000.0,166500000.0,51524000.0,124680000.0,378940000.0,81984000.0,450900000.0,153940000.0,215450000.0,276230000.0,18924000.0,133680000.0,25857000.0,436450000.0,0.0,191360000.0,116700000.0,306280000.0,0.0,23448000.0,342280000.0,446510000.0,134140000.0,821890000.0,1173900000.0,451990000.0
494,HNRNPA1;HNRNPA1L2,12460000000.0,20086000000.0,10490000000.0,30599000000.0,30988000000.0,35813000000.0,9144900000.0,9144400000.0,13817000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5781600000.0,7000500000.0,7885000000.0,10073000000.0,7625000000.0,9386900000.0,12801000000.0,12983000000.0,8231700000.0,,,,,,,,,,,22551000000.0,23021000000.0,9735800000.0,9038200000.0,10797000000.0,9348100000.0
495,KRT3,116200000.0,138870000.0,326210000.0,439690000.0,456580000.0,874470000.0,22750000000.0,177350000.0,564150000.0,229970000.0,58007000.0,309410000.0,16737000.0,93723000.0,35161000.0,69212000.0,212830000.0,196120000.0,0.0,57062000.0,66532000.0,243230000.0,153710000.0,390860000.0,54543000.0,153640000.0,289820000.0,267150000.0,181590000.0,68643000.0,120210000.0,55792000.0,92622000.0,326390000.0,127780000.0,12797000.0,47283000.0,295920000.0,215550000.0,523250000.0,585880000.0,1201300000.0,495790000.0,823960000.0,683550000.0,748730000.0,144820000.0,72043000.0,35754000.0,25170000.0,156440000.0,60898000.0,30742000.0,162080000.0,440060000.0,41814000.0,238060000.0,554140000.0,929440000.0,557400000.0,335790000.0,582490000.0
496,IMPDH2,1152300000.0,1903800000.0,1020200000.0,1401300000.0,1209000000.0,843610000.0,1187500000.0,751920000.0,1111300000.0,326880000.0,247550000.0,282910000.0,302020000.0,275750000.0,353190000.0,354540000.0,175550000.0,234700000.0,359480000.0,471180000.0,218710000.0,586630000.0,466750000.0,277110000.0,403290000.0,528950000.0,510910000.0,645500000.0,472340000.0,653870000.0,379160000.0,222960000.0,227790000.0,322190000.0,275330000.0,631540000.0,494030000.0,971100000.0,1266100000.0,1129600000.0,1153100000.0,342520000.0,894380000.0,1087500000.0,745180000.0,1051600000.0,286890000.0,132400000.0,327920000.0,422130000.0,244370000.0,900240000.0,126180000.0,490440000.0,507500000.0,186030000.0,1072200000.0,1311400000.0,737380000.0,940800000.0,1031100000.0,824420000.0
497,ANXA3,1236800000.0,1219300000.0,601610000.0,5766500000.0,4887500000.0,1108800000.0,712500000.0,1154400000.0,2389900000.0,214100000.0,667620000.0,255890000.0,652040000.0,436050000.0,3256400000.0,364010000.0,820560000.0,1111400000.0,1249600000.0,1789400000.0,496950000.0,627340000.0,940610000.0,353100000.0,1743000000.0,909080000.0,1679600000.0,1165900000.0,354980000.0,876720000.0,496760000.0,67675000.0,279700000.0,213240000.0,437960000.0,437080000.0,380280000.0,3063700000.0,978200000.0,1024100000.0,1894900000.0,1869600000.0,1953700000.0,1900000000.0,1708800000.0,2432800000.0,481860000.0,1658800000.0,1199100000.0,1088700000.0,666920000.0,241400000.0,675550000.0,1791700000.0,2893700000.0,961610000.0,1566600000.0,314410000.0,260650000.0,4195700000.0,1988900000.0,1497800000.0
498,PSMC3,1221900000.0,1813700000.0,1276600000.0,1359100000.0,980150000.0,503460000.0,766130000.0,746460000.0,842360000.0,370350000.0,376610000.0,315660000.0,296240000.0,428200000.0,336720000.0,476810000.0,334980000.0,245490000.0,479220000.0,359170000.0,162970000.0,337050000.0,394760000.0,244250000.0,275190000.0,353290000.0,418890000.0,467830000.0,389480000.0,344770000.0,325760000.0,182130000.0,279400000.0,304840000.0,247070000.0,322440000.0,255980000.0,1219200000.0,989080000.0,970770000.0,1386600000.0,1389500000.0,1042000000.0,1561900000.0,1349400000.0,1587400000.0,350920000.0,455990000.0,257630000.0,138480000.0,301350000.0,171670000.0,424240000.0,406070000.0,273220000.0,91948000.0,1458500000.0,1095200000.0,1053600000.0,1052000000.0,1207600000.0,1154300000.0
499,ITIH2,569260000.0,433440000.0,855010000.0,1260500000.0,423190000.0,1490000000.0,2254300000.0,1841900000.0,1314700000.0,922790000.0,293390000.0,889110000.0,1368900000.0,543160000.0,3345600000.0,517010000.0,1078100000.0,823380000.0,1578000000.0,556240000.0,539370000.0,629860000.0,359830000.0,504850000.0,1030500000.0,108050000.0,52902000.0,71034000.0,527480000.0,644980000.0,410110000.0,692200000.0,369090000.0,254960000.0,1917400000.0,368600000.0,845990000.0,1223800000.0,2494100000.0,1596900000.0,727590000.0,490840000.0,941460000.0,513730000.0,688170000.0,1306100000.0,978230000.0,401810000.0,501940000.0,872020000.0,72560000.0,253350000.0,718480000.0,880000000.0,1444100000.0,278190000.0,4251300000.0,1422500000.0,3273300000.0,1177800000.0,780090000.0,999930000.0
500,GART,921110000.0,635740000.0,505250000.0,395810000.0,593120000.0,684970000.0,579530000.0,481670000.0,684650000.0,261720000.0,635410000.0,131210000.0,178660000.0,252790000.0,228410000.0,243310000.0,217440000.0,247240000.0,245230000.0,364360000.0,256910000.0,271420000.0,259370000.0,249980000.0,286780000.0,181550000.0,166300000.0,197330000.0,243380000.0,261580000.0,151770000.0,94882000.0,80248000.0,115110000.0,135170000.0,365610000.0,255900000.0,788690000.0,612440000.0,549880000.0,661610000.0,359880000.0,399500000.0,763210000.0,563260000.0,833280000.0,211180000.0,360090000.0,188310000.0,476950000.0,216670000.0,507020000.0,325240000.0,488980000.0,220240000.0,84482000.0,352480000.0,775570000.0,379430000.0,667280000.0,611990000.0,521000000.0
501,AZGP1,4503000000.0,7774900000.0,7658000000.0,1920700000.0,1107500000.0,9962000000.0,2468600000.0,2017300000.0,2875000000.0,2442400000.0,255210000.0,2802700000.0,1086500000.0,1237400000.0,1619200000.0,809390000.0,1933600000.0,1282100000.0,400690000.0,477430000.0,540960000.0,1857900000.0,864730000.0,1359500000.0,670130000.0,872690000.0,279150000.0,335060000.0,1573200000.0,255520000.0,583770000.0,3745000000.0,1947000000.0,2439100000.0,2927600000.0,1624600000.0,2254800000.0,4935700000.0,10281000000.0,7643800000.0,4758600000.0,2312800000.0,2694700000.0,2801100000.0,2099200000.0,10019000000.0,3192300000.0,250690000.0,2023100000.0,1002400000.0,2073400000.0,253010000.0,611510000.0,983740000.0,5127200000.0,9585800000.0,5221900000.0,3776900000.0,7678800000.0,8618600000.0,4190200000.0,12334000000.0
502,PTBP1,6478000000.0,5677000000.0,4945000000.0,9351500000.0,7014500000.0,3446400000.0,3368100000.0,4256800000.0,6758600000.0,897310000.0,2765000000.0,578570000.0,1394500000.0,1152000000.0,1155800000.0,1590000000.0,1660700000.0,766120000.0,2357800000.0,1575100000.0,1439500000.0,1000800000.0,2221000000.0,1330600000.0,1240700000.0,1482600000.0,2502400000.0,2281400000.0,1167200000.0,1769700000.0,1827800000.0,295290000.0,503430000.0,949910000.0,662870000.0,1302000000.0,917400000.0,3371100000.0,3602700000.0,4422900000.0,3147100000.0,3493600000.0,4765700000.0,4415600000.0,5249200000.0,3700200000.0,750930000.0,1785600000.0,928000000.0,1024100000.0,893180000.0,609790000.0,1053500000.0,952940000.0,1126900000.0,40211000.0,5028900000.0,6356000000.0,3287100000.0,4296200000.0,5039900000.0,4857400000.0
503,TARS1,835790000.0,459760000.0,548690000.0,577080000.0,506380000.0,598120000.0,429380000.0,331030000.0,477580000.0,108770000.0,347810000.0,25163000.0,158350000.0,213060000.0,330320000.0,193970000.0,131490000.0,185750000.0,130600000.0,306340000.0,138400000.0,504350000.0,452210000.0,228070000.0,524180000.0,199860000.0,229690000.0,353910000.0,145500000.0,143900000.0,162950000.0,24461000.0,64159000.0,82345000.0,23874000.0,76845000.0,155350000.0,939900000.0,400680000.0,489580000.0,539350000.0,335450000.0,476300000.0,763680000.0,654610000.0,870900000.0,118270000.0,1034900000.0,91591000.0,251740000.0,118700000.0,126110000.0,186800000.0,772210000.0,168100000.0,38276000.0,546450000.0,615530000.0,425250000.0,369340000.0,491820000.0,344930000.0
504,SDHA,1770600000.0,2366200000.0,2506500000.0,1741600000.0,1928200000.0,2315500000.0,1533900000.0,1688300000.0,1534200000.0,497820000.0,950220000.0,515520000.0,440320000.0,968500000.0,388220000.0,379470000.0,730270000.0,652010000.0,496470000.0,443150000.0,763920000.0,586120000.0,729340000.0,923490000.0,462950000.0,508810000.0,934030000.0,588640000.0,730700000.0,855710000.0,1014600000.0,119690000.0,368090000.0,396240000.0,324430000.0,406530000.0,352570000.0,782460000.0,1324100000.0,1634700000.0,993310000.0,1084200000.0,1124100000.0,1021900000.0,1203000000.0,1018800000.0,434690000.0,578100000.0,370830000.0,638970000.0,42287000.0,805380000.0,346770000.0,451190000.0,361470000.0,24278000.0,1368200000.0,1710400000.0,1565800000.0,1388100000.0,1639200000.0,1208700000.0
505,ALDH7A1,2673400000.0,2466500000.0,2396800000.0,3514200000.0,2295200000.0,1613000000.0,1132300000.0,930400000.0,1314400000.0,554610000.0,998380000.0,453340000.0,359700000.0,862210000.0,440650000.0,636220000.0,720250000.0,679840000.0,395350000.0,507560000.0,609710000.0,659300000.0,1108900000.0,616210000.0,429460000.0,527910000.0,810160000.0,651830000.0,625470000.0,1124600000.0,1187700000.0,283460000.0,389730000.0,370830000.0,409670000.0,831850000.0,515930000.0,1056100000.0,1498800000.0,1655000000.0,1082700000.0,602520000.0,594280000.0,1574100000.0,856260000.0,1129900000.0,671070000.0,416300000.0,505260000.0,470640000.0,380270000.0,316120000.0,178810000.0,379730000.0,404520000.0,270670000.0,639260000.0,745100000.0,866210000.0,1599500000.0,1208800000.0,1344800000.0
506,SARS1,1948300000.0,947860000.0,1534100000.0,1050000000.0,941150000.0,1101200000.0,1288800000.0,583730000.0,957300000.0,485050000.0,620870000.0,405600000.0,339170000.0,434560000.0,359480000.0,421950000.0,376860000.0,429670000.0,122040000.0,393070000.0,264560000.0,409410000.0,427780000.0,364190000.0,338810000.0,389120000.0,413590000.0,488500000.0,524330000.0,346410000.0,473040000.0,245040000.0,332500000.0,263300000.0,197520000.0,404470000.0,375180000.0,1741000000.0,1362900000.0,1465100000.0,1427000000.0,638210000.0,1502900000.0,1992400000.0,1652600000.0,1981300000.0,426450000.0,421090000.0,302930000.0,320790000.0,534360000.0,388120000.0,331500000.0,589470000.0,478830000.0,202540000.0,1656400000.0,1514100000.0,1591600000.0,1320700000.0,1658100000.0,1321300000.0
507,GMPS,502530000.0,480250000.0,382420000.0,556550000.0,635280000.0,360350000.0,235380000.0,279880000.0,480770000.0,91636000.0,204220000.0,61895000.0,49715000.0,101450000.0,73294000.0,109370000.0,97425000.0,131130000.0,209390000.0,139370000.0,193500000.0,73256000.0,172040000.0,93458000.0,124920000.0,161000000.0,257600000.0,238780000.0,132860000.0,431020000.0,301580000.0,26024000.0,21278000.0,53831000.0,59927000.0,137030000.0,153570000.0,150790000.0,412740000.0,311830000.0,246200000.0,358750000.0,303880000.0,457600000.0,502710000.0,284930000.0,71127000.0,222760000.0,23585000.0,117380000.0,14444000.0,561840000.0,86742000.0,130450000.0,33118000.0,0.0,675470000.0,870040000.0,296840000.0,261890000.0,352910000.0,230310000.0
508,SERPINH1,2441800000.0,2821300000.0,2075900000.0,11469000000.0,8414000000.0,2085600000.0,2994300000.0,6093300000.0,6247600000.0,542500000.0,2653000000.0,519060000.0,2808000000.0,841650000.0,2615200000.0,1571700000.0,1647600000.0,1378400000.0,3655400000.0,3853000000.0,3000000000.0,1101400000.0,2999600000.0,1387800000.0,2445300000.0,2562700000.0,3312000000.0,2134200000.0,865780000.0,8172100000.0,4407900000.0,888990000.0,1900600000.0,1142700000.0,357300000.0,778380000.0,678260000.0,5994000000.0,3870800000.0,3015000000.0,5480400000.0,11872000000.0,15689000000.0,4571400000.0,9225300000.0,4203900000.0,745900000.0,8129500000.0,833200000.0,1295200000.0,928490000.0,361770000.0,1124800000.0,1157900000.0,1501700000.0,10173000.0,3103100000.0,2676200000.0,1691100000.0,2083200000.0,3597900000.0,1371000000.0
509,YWHAE,7652400000.0,4613000000.0,6560100000.0,12864000000.0,11708000000.0,4260600000.0,7395400000.0,7499700000.0,9078300000.0,3061000000.0,5062400000.0,2493400000.0,4916700000.0,3406100000.0,2370100000.0,3418100000.0,3463100000.0,1964900000.0,1540400000.0,3640100000.0,2356200000.0,2248600000.0,3577200000.0,1986800000.0,3281800000.0,2929900000.0,3810500000.0,3755200000.0,2722100000.0,3146700000.0,4019900000.0,2044400000.0,1784000000.0,2098300000.0,2097300000.0,2761300000.0,2509300000.0,8524800000.0,7334600000.0,8522700000.0,7041600000.0,8908900000.0,5793500000.0,10266000000.0,8370900000.0,10011000000.0,2297900000.0,1922500000.0,2148300000.0,2386400000.0,2369800000.0,1064000000.0,1619700000.0,2268000000.0,4009600000.0,1955700000.0,9485500000.0,10470000000.0,8665100000.0,7974100000.0,7564200000.0,7954900000.0
510,TPM4,8423200000.0,10818000000.0,11327000000.0,15614000000.0,11419000000.0,17571000000.0,8127400000.0,14607000000.0,10543000000.0,6549800000.0,7989000000.0,8716900000.0,26760000000.0,7870400000.0,12033000000.0,12265000000.0,9390100000.0,6126300000.0,16112000000.0,13637000000.0,32149000000.0,9443300000.0,13888000000.0,8388500000.0,16322000000.0,30135000000.0,24081000000.0,24403000000.0,13871000000.0,7553500000.0,10539000000.0,16021000000.0,28494000000.0,21221000000.0,7714400000.0,7452300000.0,7077200000.0,15967000000.0,8394500000.0,9297900000.0,17037000000.0,31201000000.0,33412000000.0,9884900000.0,17340000000.0,10708000000.0,11555000000.0,12766000000.0,11898000000.0,9858000000.0,8365200000.0,10574000000.0,7374700000.0,8833900000.0,11273000000.0,5549400000.0,6017600000.0,6489900000.0,7019600000.0,5762600000.0,9422800000.0,9278600000.0
511,LIPE,115690000.0,103400000.0,24786000.0,0.0,0.0,0.0,57479000.0,24073000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4766700.0,0.0,0.0,2737300.0,0.0,19058000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8457500.0,0.0,0.0,11200000.0,0.0,2124000000.0,99786000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6024600.0,47179000.0,0.0,0.0
512,NSUN2,826720000.0,1139000000.0,880050000.0,874150000.0,890630000.0,840360000.0,219880000.0,397180000.0,683380000.0,70282000.0,165250000.0,41800000.0,52048000.0,165790000.0,94601000.0,78168000.0,75838000.0,136380000.0,94638000.0,91807000.0,104850000.0,148620000.0,169370000.0,95173000.0,125620000.0,75439000.0,170960000.0,193410000.0,103200000.0,157470000.0,128520000.0,11604000.0,68519000.0,74090000.0,23131000.0,105390000.0,54287000.0,473330000.0,463040000.0,523250000.0,402810000.0,584680000.0,668340000.0,635320000.0,692840000.0,362240000.0,49670000.0,363330000.0,68266000.0,208080000.0,65039000.0,304310000.0,106030000.0,156990000.0,81710000.0,0.0,857950000.0,862170000.0,463820000.0,381180000.0,481960000.0,381750000.0
513,PCK2,767930000.0,1607900000.0,1028700000.0,131150000.0,283160000.0,231820000.0,242690000.0,289290000.0,326330000.0,62801000.0,79528000.0,92842000.0,77422000.0,446410000.0,35329000.0,158460000.0,41984000.0,17069000.0,64254000.0,25265000.0,37442000.0,104590000.0,80082000.0,115050000.0,38971000.0,129140000.0,133460000.0,152400000.0,235350000.0,88559000.0,134520000.0,13078000.0,38256000.0,47907000.0,22456000.0,66485000.0,91951000.0,216130000.0,498200000.0,420170000.0,421030000.0,212250000.0,420900000.0,296200000.0,362140000.0,357480000.0,116220000.0,85925000.0,108850000.0,21410000.0,4990300.0,64645000.0,131820000.0,114380000.0,0.0,0.0,362920000.0,530260000.0,370860000.0,512900000.0,621860000.0,481330000.0
514,ANXA8L1,1210700000.0,422000000.0,951370000.0,1755900000.0,2404600000.0,1160000000.0,1120000000.0,342570000.0,1843500000.0,967850000.0,119310000.0,844480000.0,17262000.0,661920000.0,416390000.0,526320000.0,654500000.0,334570000.0,133350000.0,956470000.0,57228000.0,689290000.0,320820000.0,472870000.0,151790000.0,317810000.0,340350000.0,364470000.0,506940000.0,177640000.0,222670000.0,383710000.0,287090000.0,600360000.0,475500000.0,460870000.0,432730000.0,3956900000.0,2021000000.0,2885900000.0,1421800000.0,1498600000.0,1169700000.0,2284600000.0,1940100000.0,2798100000.0,573050000.0,521550000.0,523010000.0,320480000.0,2445800000.0,210870000.0,1017100000.0,778240000.0,1170600000.0,1160000000.0,1028000000.0,2000900000.0,2129600000.0,2718400000.0,1756800000.0,1977800000.0
515,ACOT1,8425500000.0,9948700000.0,9637900000.0,278120000.0,766100000.0,228670000.0,1150900000.0,1017800000.0,1490400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351250000.0,3168100000.0,1997700000.0,1281400000.0,819370000.0,1411400000.0,1576600000.0,621450000.0,1672400000.0,,,,,,,,,,,3149500000.0,4006100000.0,3065800000.0,1140500000.0,750010000.0,684600000.0
516,POF1B,631780000.0,1030200000.0,1101600000.0,37182000.0,215190000.0,2761800000.0,173510000.0,6628600.0,569360000.0,690400000.0,23771000.0,523820000.0,32344000.0,96015000.0,17340000.0,39574000.0,327790000.0,343340000.0,11574000.0,57275000.0,149500000.0,381900000.0,284300000.0,516130000.0,23761000.0,17920000.0,36453000.0,96974000.0,47820000.0,867570.0,19256000.0,17355000.0,34990000.0,100680000.0,262250000.0,218640000.0,72263000.0,371720000.0,1050300000.0,1246300000.0,190180000.0,50244000.0,20531000.0,1335300000.0,190500000.0,858820000.0,364850000.0,778930.0,67784000.0,42673000.0,546940000.0,108900000.0,543200000.0,118880000.0,0.0,3873700000.0,1947700000.0,2651100000.0,2378100000.0,1470300000.0,511700000.0,1509600000.0
517,GSDMA,2543400000.0,2060600000.0,2591400000.0,4226800.0,48593000.0,480580000.0,5534700.0,1209100.0,367670000.0,270780000.0,33248000.0,196220000.0,142940000.0,509180000.0,127890000.0,245620000.0,159130000.0,27515000.0,13988000.0,16799000.0,14470000.0,280750000.0,84312000.0,137970000.0,21968000.0,107780000.0,2315300.0,42279000.0,517750000.0,2903400.0,77987000.0,166320000.0,144840000.0,90482000.0,75951000.0,181910000.0,201990000.0,894690000.0,1191600000.0,1655200000.0,84404000.0,0.0,22859000.0,1922300000.0,723980000.0,4281900000.0,322660000.0,14314000.0,553550000.0,127730000.0,580880000.0,5372600.0,229150000.0,236150000.0,113460000.0,2083600000.0,320990000.0,69073000.0,439840000.0,3998300000.0,1088800000.0,2701000000.0
518,SRRT,485490000.0,816800000.0,529860000.0,917870000.0,1108200000.0,1646900000.0,351830000.0,475030000.0,805290000.0,86895000.0,807440000.0,45919000.0,206050000.0,48200000.0,154320000.0,45092000.0,256420000.0,629510000.0,166250000.0,272640000.0,528290000.0,284890000.0,698790000.0,427620000.0,415650000.0,208540000.0,461720000.0,405080000.0,126940000.0,452990000.0,612170000.0,0.0,20889000.0,83752000.0,35240000.0,116190000.0,154100000.0,493450000.0,331650000.0,516040000.0,340930000.0,189210000.0,320430000.0,489990000.0,630190000.0,241860000.0,86774000.0,371810000.0,62016000.0,552230000.0,14005000.0,1389300000.0,57885000.0,276910000.0,77716000.0,0.0,1113900000.0,1157400000.0,454880000.0,462390000.0,550370000.0,505290000.0
519,RNPEP,1584200000.0,802160000.0,1011200000.0,1350200000.0,1201800000.0,1015500000.0,847500000.0,967540000.0,886750000.0,483780000.0,626760000.0,303880000.0,299150000.0,553000000.0,416150000.0,395630000.0,363480000.0,439710000.0,390410000.0,393860000.0,270440000.0,358170000.0,433050000.0,448940000.0,419480000.0,438840000.0,791240000.0,666870000.0,379880000.0,692040000.0,564850000.0,296500000.0,281290000.0,339450000.0,328930000.0,371020000.0,275740000.0,1222000000.0,1125700000.0,771250000.0,457210000.0,290400000.0,381810000.0,917160000.0,759460000.0,1318100000.0,467200000.0,511250000.0,323090000.0,264250000.0,328890000.0,292230000.0,329010000.0,577060000.0,287710000.0,321090000.0,913920000.0,1370400000.0,1247300000.0,1175500000.0,1135100000.0,869130000.0
520,NSFL1C,1368000000.0,2313900000.0,1587800000.0,1535000000.0,1432800000.0,1251400000.0,1059700000.0,1158100000.0,1163700000.0,413910000.0,548580000.0,449450000.0,771160000.0,434900000.0,267000000.0,486330000.0,409720000.0,410180000.0,460930000.0,354600000.0,368470000.0,438730000.0,353240000.0,273080000.0,344870000.0,431060000.0,442870000.0,316020000.0,490390000.0,340440000.0,394560000.0,584210000.0,423850000.0,577390000.0,382330000.0,548300000.0,305360000.0,1358500000.0,1287500000.0,1153000000.0,1713500000.0,1810000000.0,1613700000.0,1395100000.0,1023900000.0,1138500000.0,508070000.0,427600000.0,420960000.0,461150000.0,471360000.0,176910000.0,278100000.0,390770000.0,352490000.0,278780000.0,1700500000.0,2440200000.0,1519300000.0,1067200000.0,1066200000.0,1302800000.0
521,EIF3L,1005700000.0,560010000.0,890710000.0,1079100000.0,1240300000.0,634670000.0,695850000.0,538400000.0,929450000.0,297680000.0,494280000.0,193910000.0,185660000.0,312650000.0,259320000.0,463400000.0,319760000.0,106550000.0,118600000.0,272240000.0,136390000.0,328790000.0,319770000.0,203480000.0,294440000.0,432760000.0,335250000.0,424920000.0,345780000.0,305320000.0,242560000.0,90900000.0,76506000.0,342050000.0,151070000.0,308580000.0,319980000.0,1189900000.0,923370000.0,964080000.0,957850000.0,768250000.0,709260000.0,1344400000.0,1186600000.0,1000400000.0,197340000.0,342070000.0,241720000.0,234080000.0,256870000.0,355560000.0,180960000.0,379960000.0,358200000.0,97859000.0,1098300000.0,1152700000.0,896610000.0,872850000.0,906070000.0,852840000.0
522,HNRNPR,1593200000.0,2243000000.0,1769100000.0,6002700000.0,6320200000.0,4750200000.0,1362600000.0,2120200000.0,2482900000.0,895970000.0,2766600000.0,750880000.0,1488800000.0,927880000.0,986530000.0,1254300000.0,1775000000.0,1927200000.0,1835700000.0,1465900000.0,2457000000.0,1464100000.0,2852100000.0,2123700000.0,1770100000.0,2300300000.0,3412400000.0,3335800000.0,1108400000.0,2398600000.0,2465000000.0,857290000.0,751130000.0,1284800000.0,766500000.0,1759800000.0,1548800000.0,1092300000.0,1147000000.0,1360800000.0,1220900000.0,1291000000.0,1893000000.0,1466800000.0,1632100000.0,1293100000.0,721090000.0,1297300000.0,680110000.0,1501400000.0,716340000.0,2680300000.0,787910000.0,1237100000.0,712980000.0,23863000.0,2535500000.0,3095800000.0,1766200000.0,1975300000.0,2438300000.0,1674100000.0
